  Score Score Score MIDI  MIDI MIDI
  Bar   UUID  Pitch UUID  Ptch Vel.
m   312  6990   A#4  4336  A#4   5
m   312  6994   F#5  4342  F#5  71
m   312  6991   D#3  4343  D#3  32
m   312  6993   A#4  4344  A#4  50
m   312  6992    D4  4350   D4  78
m   312  6995   D#3  4374  D#3  35
m   313  7002   F#4  4413  F#4  25
m   313  6999   G#1  4415  G#1  26
m   313  7000    C2  4416   C2  25
m   313  6998    E1  4417   E1  17
m   313  7001    F4  4418   F4  14
m   313  7003    D2  4483   D2  51
m   313  7004    E3  4489   E3  48
m   313  7005    D2  4494   D2  50
m   313  7006    C1  4507   C1  30
m     0    -1        4510   D1  40
m   313  7007   F#1  4520  F#1  53
m   313  7008   G#1  4531  G#1  28
m   313  7010    C1  4539   C1  17
m   313  7011   F#1  4541  F#1  43
m   313  7009    D5  4542   D5  43
m   313  7012   A#2  4567  A#2  45
m   313  7013    D6  4576   D6  54
m   313  7015   A#2  4591  A#2  65
m   313  7016    C5  4595   C5  52
m   313  7017   A#2  4598  A#2  60
m   313  7018   F#3  4599  F#3  74
m   313  7019    C4  4608   C4  79
m   313  7021   A#2  4614  A#2  71
m   313  7022   F#3  4617  F#3  82
m   313  7023    D4  4621   D4  78
m   313  7024    B3  4630   B3  64
m     0    -1        4642   B1  57
m     0    -1        4644  C#5  27
m     0    -1        4645   A1  60
m     0    -1        4655  F#2  97
m   313  7022   F#3  4617  F#3  82
m   313  7023    D4  4621   D4  78
m   313  7024    B3  4630   B3  64
m     0    -1        4656  A#1  90
m   313  7032   F#2  4655  F#2  97
m   313  7031   A#1  4656  A#1  90
m     0    -1        4658   E5  73
m     0    -1        4660  G#5  90
m   313  7033    F4  4680   F4  54
m   313  7034   F#3  4684  F#3  55
m   313  7035    C3  4693   C3  39
m   313  7037    D4  4695   D4  51
m   313  7039   F#5  4698  F#5  53
m   313  7038   A#4  4699  A#4  50
m   313  7036   D#3  4700  D#3  47
m     0    -1        4702   C4  25
m   313  7040   G#3  4718  G#3  53
m   313  7042   F#3  4732  F#3  58
m   313  7045    E6  4751   E6  59
m   313  7043    D5  4752   D5  51
m   313  7046   F#7  4757  F#7  81
m     0    -1        4759   F6   1
m   313  7047   D#4  4789  D#4  34
m   313  7048   A#5  4797  A#5  57
m   313  7049   F#6  4810  F#6  64
m   313  7050   D#4  4831  D#4  65
m   314  7052    E1  4902   E1  10
m   314  7056   F#4  4903  F#4  10
m   314  7053   G#1  4904  G#1  16
m   314  7054    C2  4906   C2  12
m   314  7055    F4  4908   F4   6
m   314  7058   D#4  5033  D#4  32
m   314  7059   A#4  5035  A#4  39
m   314  7060    D5  5036   D5  24
m   314  7057   G#6  5039  G#6  11
m   314  7061   F#6  5042  F#6  23
m   314  7062    C7  5043   C7  47
m   314  7063    E6  5051   E6  36
m   314  7064    C7  5072   C7  63
m   314  7065   F#7  5074  F#7  52
m   314  7066    E6  5095   E6  49
m   314  7067   G#6  5097  G#6  55
m   314  7068    C7  5119   C7  57
m   314  7070   G#6  5128  G#6  75
m   314  7069    E6  5129   E6  54
m   314  7071   F#7  5135  F#7  62
m   314  7072    F5  5163   F5  70
m   314  7076   F#7  5184  F#7  74
m   314  7074   G#6  5185  G#6  53
m   314  7075    C7  5187   C7  59
m   314  7073    E6  5188   E6  44
m   314  7077   D#4  5245  D#4  20
m   314  7078   A#4  5248  A#4  27
m   314  7079    D5  5249   D5  26
m   314  7080   F#6  5251  F#6  47
m   314  7081    E5  5369   E5  30
m   315  7083   F#5  5464  F#5  38
m   315  7084   G#4  5479  G#4  47
m   315  7085    F3  5497   F3  57
m     0    -1        5498   E3  47
m   315  7086    C5  5508   C5  55
m     0    -1        5512   B0  49
m     0    -1        5513   C1  54
m   315  7087    F3  5516   F3  46
m     0    -1        5517   F2  60
m   315  7088    E4  5519   E4  55
m     0    -1        5529  G#1  50
m     0    -1        5551  F#1  40
m     0    -1        5559  G#5  33
m     0    -1        5563  F#6  71
m   315  7091    F2  5517   F2  60
m   315  7093   G#1  5529  G#1  50
m   315  7094   F#1  5551  F#1  40
m   315  7096   G#5  5559  G#5  33
m   315  7097   F#6  5563  F#6  71
m   315  7098    C6  5572   C6  86
m   315  7099   F#1  5574  F#1  23
m   315  7100   G#1  5576  G#1  27
m   316  7102   A#1  5676  A#1  50
m   316  7104    D7  5697   D7 113
m   316  7105   A#1  5699  A#1  69
m   316  7107   C#5  5844  C#5  19
m   316  7109   C#5  5853  C#5  34
m   316  7110   F#2  5857  F#2  27
m   316  7111    F2  5898   F2  50
m     0    -1        5915   F2  54
m   316  7113    C6  5919   C6  39
m   316  7115    E4  5939   E4  61
m   316  7114    C6  5941   C6  53
m   317  7118   F#4  5973  F#4  31
m   317  7119    F3  5982   F3  28
m   317  7120    G2  6002   G2  38
m   317  7122    F3  6014   F3  15
m     0    -1        6026  F#2  44
m   317  7122    F3  6027   F3  25
m     0    -1        6035   E4  35
m     0    -1        6039   C2  42
m     0    -1        6062   C2  19
m     0    -1        6064  G#2  16
m   317  7122    F3  6014   F3  15
m   317  7125    E4  6035   E4  35
m   317  7126    C2  6039   C2  42
m   317  7127    C2  6062   C2  19
m   317  7128   G#2  6064  G#2  16
m   317  7129    F3  6085   F3  36
m   317  7131    F3  6103   F3  32
m   317  7130    E1  6104   E1  35
m   317  7133    C1  6116   C1  39
m   317  7134    E3  6125   E3  37
m     0    -1        6139  G#1  25
m   317  7136    C1  6147   C1  33
m   317  7138    F2  6156   F2   7
m     0    -1        6169  F#1  30
m   317  7137   G#1  6188  G#1   1
m     0    -1        6193   C1  22
m   317  7140   F#1  6196  F#1  16
m   317  7137   G#1  6205  G#1  21
m     0    -1        6365   D6  32
m     0    -1        6381  F#7  39
m     0    -1        6390   E7  46
m     0    -1        6408   D5  53
m   317  7144    C1  6193   C1  22
m   317  7146   F#1  6196  F#1  16
m   317  7147   G#1  6205  G#1  21
m   318  7150    D6  6365   D6  32
m   318  7152   F#7  6381  F#7  39
m   318  7153    E7  6390   E7  46
m   318  7154    D5  6408   D5  53
m   318  7155    E6  6420   E6  57
m   318  7156   A#5  6426  A#5  42
m   318  7157    E6  6434   E6  40
m   318  7158    D4  6447   D4  47
m   318  7159   A#5  6464  A#5  41
m   318  7160   F#6  6477  F#6  55
m   318  7161    E5  6490   E5  68
m   318  7162   A#4  6493  A#4  67
m   318  7165   F#7  6519  F#7  90
m   318  7163   D#3  6522  D#3  74
m   318  7164    D7  6525   D7  84
m   318  7167   F#2  6532  F#2  78
m   318  7166    D7  6536   D7  83
m   318  7168    E1  6592   E1  38
m   318  7169    C2  6603   C2  26
m   318  7170    E1  6613   E1  20
m   318  7172   G#1  6632  G#1  31
m   319  7175   F#7  6723  F#7 104
m   319  7174   G#5  6726  G#5  80
m   319  7178   F#7  6813  F#7  54
m   319  7177   G#6  6815  G#6  37
m   319  7180    C7  6823   C7  22
m   319  7181    E4  6834   E4  38
m   319  7183    F3  6843   F3  34
m   319  7182    C6  6846   C6  40
m   319  7184    E4  6859   E4  25
m   319  7185    F3  6861   F3  35
m   319  7186    E4  6871   E4  48
m   319  7189   A#4  6917  A#4  32
m   319  7193    D4  6918   D4  27
m   319  7192   D#3  6920  D#3  22
m   319  7191   F#5  6921  F#5  35
m   319  7190    E5  6922   E5  17
m   319  7195   G#5  6950  G#5  36
m   319  7197   F#6  6951  F#6  46
m   319  7196    C6  6953   C6  31
m   319  7198    F2  6961   F2  31
m   319  7199    E3  6965   E3  43
m   319  7200    F2  6978   F2  27
m   319  7201    E3  6989   E3  19
m   319  7204   F#6  7042  F#6  31
m   319  7202   A#5  7043  A#5  26
m   319  7203    E6  7045   E6  29
m   319  7205   D#2  7047  D#2  15
m   319  7206    D3  7049   D3   6
m   319  7210   F#7  7188  F#7  37
m   319  7212   D#2  7190  D#2  19
m   319  7211    F1  7192   F1  14
m   319  7208   G#6  7193  G#6  18
m   319  7209    C7  7194   C7  25
m   319  7216   F#7  7216  F#7  26
m   319  7215    E7  7217   E7  24
m   319  7217   D#1  7218  D#1  12
m   319  7218    D2  7219   D2  12
m   319  7214   A#6  7220  A#6  18
m   320  7222   F#7  7235  F#7  45
m   320  7223    F1  7236   F1  11
m   320  7220   G#6  7237  G#6  23
m   320  7221    C7  7238   C7  29
m   320  7224    E2  7239   E2   5
m   320  7227   F#7  7288  F#7  28
m   320  7226    E7  7291   E7  25
m   320  7229    D2  7292   D2   6
m   320  7225   A#6  7293  A#6  16
m   320  7228   D#1  7295  D#1   9
m   320  7232   F#5  7381  F#5  37
m   320  7230   G#4  7382  G#4  22
m   320  7233    F3  7383   F3  12
m   320  7231    C5  7384   C5  27
m   320  7234    E4  7385   E4  11
m   321  7238   F#5  7407  F#5  55
m   321  7236   A#4  7408  A#4  38
m   321  7240    D4  7409   D4  36
m   321  7239   D#3  7410  D#3  35
m   321  7237    E5  7411   E5  47
m   322  7243   F#2  7729  F#2  65
m   322  7245    C3  7740   C3  88
m   322  7244   F#2  7741  F#2  94
m   322  7247    B2  7791   B2  91
m   322  7248    C3  7792   C3  88
m   322  7246   F#2  7793  F#2  99
m   322  7251    D4  7853   D4  95
m   322  7252   A#0  7860  A#0  93
m   322  7253   F#1  7886  F#1  82
m     0    -1        7902  F#1  17
m     0    -1        7903   D2   4
m     0    -1        7907  F#1  71
m   322  7255    B1  7920   B1  63
m   322  7257    C2  7931   C2  65
m   322  7259    B1  7950   B1  44
m   322  7261    C2  7965   C2  46
m     0    -1        7983   D5  47
m     0    -1        7986  A#0  45
m     0    -1        8002  F#1  21
m   322  7263    C2  8014   C2  31
m   322  7264    B1  8019   B1  30
m   322  7263    C2  8027   C2  24
m     0    -1        8042   D6  37
m     0    -1        8088  A#6 104
m     0    -1        8147  G#2  95
m     0    -1        8150  F#2  81
m   322  7269    C2  8014   C2  31
m   322  7270    B1  8019   B1  30
m   322  7271    C2  8027   C2  24
m   322  7272    D6  8042   D6  37
m   323  7274   A#6  8088  A#6 104
m   323  7278   G#2  8147  G#2  95
m   323  7277   F#2  8150  F#2  81
m   323  7276   G#1  8151  G#1  66
m   323  7279    E6  8214   E6  87
m   323  7280    D4  8220   D4  87
m   323  7281    C3  8249   C3  57
m   323  7282    E3  8257   E3  55
m   323  7283   C#4  8268  C#4  49
m   323  7284    D2  8279   D2  44
m   323  7285   G#1  8288  G#1  67
m   323  7286    C3  8294   C3  53
m   323  7287    E3  8297   E3  59
m   323  7290    D2  8314   D2  84
m   323  7289   G#1  8316  G#1  86
m   323  7291    C3  8317   C3  46
m   323  7292   C#4  8319  C#4  79
m     0    -1        8328   D3   1
m   323  7293   C#7  8338  C#7   1
m     0    -1        8363  C#7  42
m   323  7295   G#4  8371  G#4  36
m   323  7296    D5  8380   D5  36
m   323  7297   G#4  8391  G#4  43
m   323  7298    D5  8393   D5  50
m   323  7300    C6  8395   C6  44
m   323  7301    E6  8397   E6  41
m   323  7302   G#3  8407  G#3  41
m     0    -1        8414   D4  48
m   323  7303   C#6  8415  C#6  55
m   323  7304    C5  8419   C5  32
m   323  7305    D4  8421   D4  58
m   323  7306   C#6  8422  C#6  53
m   323  7307    D3  8431   D3  61
m   323  7308   G#2  8436  G#2  58
m   323  7309   C#6  8441  C#6  54
m   323  7310    C5  8445   C5  33
m   323  7312    D3  8455   D3  58
m     0    -1        8472   D4  79
m   323  7316    E5  8473   E5  90
m   323  7317   C#6  8474  C#6  89
m     0    -1        8477  G#3  77
m   323  7315    C5  8478   C5  77
m     0    -1        8546  C#5  26
m     0    -1        8555  G#1  42
m     0    -1        8556  F#4  52
m   323  7316    E5  8558   E5  48
m     0    -1        8614  A#6 105
m   323  7316    E5  8615   E5  68
m   324  7320   F#4  8616  F#4  67
m     0    -1        8660  D#5  15
m   324  7320   F#4  8666  F#4  61
m   324  7321    E5  8667   E5  56
m     0    -1        8668   D4  41
m     0    -1        8695   F3  37
m     0    -1        8703   A1  48
m     0    -1        8710   B1  32
m   324  7328   F#4  8666  F#4  61
m   324  7329    E5  8667   E5  56
m   324  7327    D4  8668   D4  41
m   324  7331    F3  8695   F3  37
m   324  7333    A1  8716   A1  28
m     0    -1        8722   B1  13
m   324  7334    G1  8729   G1  17
m   324  7335    A1  8730   A1  15
m     0    -1        8734   B1  45
m   324  7336    G1  8735   G1  33
m     0    -1        8745   B1  36
m     0    -1        8771   F5  30
m     0    -1        8781   G3  44
m     0    -1        8785   F5  30
m   324  7333    A1  8730   A1  15
m   324  7334    G1  8735   G1  33
m     0    -1        8816   E6  43
m   324  7336    G1  8735   G1  33
m   324  7342    E6  8816   E6  43
m   324  7341    D4  8827   D4  35
m   324  7343   F#6  8832  F#6  81
m   324  7344   D#3  8868  D#3  22
m   324  7345   A#4  8871  A#4  35
m   324  7346    D4  8901   D4  23
m   324  7347   F#4  8904  F#4  15
m   324  7348    E5  8905   E5  25
m   324  7353   A#6  8989  A#6  99
m   324  7352    E5  8991   E5  45
m   324  7350    D4  8993   D4  33
m   324  7351   F#4  8994  F#4  39
