meas,index,voice,loc,tick,sec,dur,rval,dots,sci_pitch,dmark,dlevel,status,d0,d1,bar,section,bpm,grace,pedal
,1,,,0,0.000000,,,,,,,176,64,7,,,,,
,2,,,0,0.002604,,,,,,,176,64,8,,,,,
,3,,,0,0.013020,,,,,,,176,64,7,,,,,
,4,,,0,0.023436,,,,,,,176,64,8,,,,,
,5,,,0,0.033852,,,,,,,176,64,7,,,,,
,6,,,0,0.052080,,,,,,,176,64,8,,,,,
,7,,,0,0.083328,,,,,,,176,64,7,,,,,
,8,,,0,0.093744,,,,,,,176,64,8,,,,,
,9,,,0,0.104160,,,,,,,176,64,7,,,,,
,10,,,0,0.114576,,,,,,,176,64,8,,,,,
,11,,,0,0.143220,,,,,,,176,64,7,,,,,
,12,,,0,0.153636,,,,,,,176,64,8,,,,,
,13,,,0,0.182280,,,,,,,176,64,7,,,,,
,14,,,0,0.192696,,,,,,,176,64,8,,,,,
,15,,,0,0.223944,,,,,,,176,64,7,,,,,
,16,,,0,0.231756,,,,,,,176,64,8,,,,,
,17,,,0,0.252588,,,,,,,176,64,7,,,,,
,18,,,0,0.263004,,,,,,,176,64,8,,,,,
,19,,,0,0.304668,,,,,,,176,64,7,,,,,
,20,,,0,0.312480,,,,,,,176,64,8,,,,,
,21,,,0,0.333312,,,,,,,176,64,7,,,,,
,22,,,0,0.343728,,,,,,,176,64,8,,,,,
,23,,,0,0.385392,,,,,,,176,64,7,,,,,
,24,,,0,0.395808,,,,,,,176,64,8,,,,,
,25,,,0,0.414036,,,,,,,176,64,7,,,,,
,26,,,0,0.421848,,,,,,,176,64,8,,,,,
,27,,,0,0.442680,,,,,,,176,64,7,,,,,
,28,,,0,0.453096,,,,,,,176,64,8,,,,,
,29,,,0,0.473928,,,,,,,176,64,7,,,,,
,30,,,0,0.481740,,,,,,,176,64,8,,,,,
,31,,,0,0.502572,,,,,,,176,64,7,,,,,
,32,,,0,0.515592,,,,,,,176,64,8,,,,,
,33,,,0,0.533820,,,,,,,176,64,7,,,,,
,34,,,0,0.544236,,,,,,,176,64,8,,,,,
,35,,,0,0.562464,,,,,,,176,64,7,,,,,
,36,,,0,0.572880,,,,,,,176,64,8,,,,,
,37,,,0,0.593712,,,,,,,176,64,7,,,,,
,38,,,0,0.611940,,,,,,,176,64,8,,,,,
,39,,,0,0.622356,,,,,,,176,64,7,,,,,
,40,,,0,0.671832,,,,,,,176,64,8,,,,,
,41,,,0,0.703080,,,,,,,176,64,7,,,,,
,42,,,0,0.713496,,,,,,,176,64,8,,,,,
,43,,,0,0.731724,,,,,,,176,64,7,,,,,
,44,,,0,0.752556,,,,,,,176,64,8,,,,,
,45,,,0,0.762972,,,,,,,176,64,7,,,,,
,46,,,0,0.773388,,,,,,,176,64,8,,,,,
,47,,,0,0.822864,,,,,,,176,64,7,,,,,
,48,,,0,0.833280,,,,,,,176,64,8,,,,,
,49,,,0,0.872340,,,,,,,176,64,7,,,,,
,50,,,0,0.893172,,,,,,,176,64,8,,,,,
,51,,,0,0.992124,,,,,,,176,64,7,,,,,
,52,,,0,1.002540,,,,,,,176,64,8,,,,,
,53,,,0,1.052016,,,,,,,176,64,7,,,,,
,54,,,0,1.062432,,,,,,,176,64,8,,,,,
,55,,,0,1.104096,,,,,,,176,64,7,,,,,
,56,,,0,1.111908,,,,,,,176,64,8,,,,,
,57,,,0,1.122324,,,,,,,176,64,7,,,,,
,58,,,0,1.132740,,,,,,,176,64,8,,,,,
,59,,,0,1.163988,,,,,,,176,64,7,,,,,
,60,,,0,1.182216,,,,,,,176,64,8,,,,,
,61,,,0,1.223880,,,,,,,176,64,7,,,,,
,62,,,0,1.231692,,,,,,,176,64,8,,,,,
,63,,,0,1.252524,,,,,,,176,64,7,,,,,
,64,,,0,1.262940,,,,,,,176,64,8,,,,,
,65,,,0,1.283772,,,,,,,176,64,7,,,,,
,66,,,0,1.294188,,,,,,,176,64,8,,,,,
,67,,,0,1.302000,,,,,,,176,64,7,,,,,
,68,,,0,1.312416,,,,,,,176,64,8,,,,,
,69,,,0,1.333248,,,,,,,176,64,7,,,,,
,70,,,0,1.361892,,,,,,,176,64,8,,,,,
,71,,,0,1.393140,,,,,,,176,64,7,,,,,
,72,,,0,1.413972,,,,,,,176,64,8,,,,,
,73,,,0,1.421784,,,,,,,176,64,7,,,,,
,74,,,0,1.432200,,,,,,,176,64,8,,,,,
,75,,,0,1.476468,,,,,,,176,64,7,,,,,
,76,,,0,1.484280,,,,,,,176,64,8,,,,,
,77,,,0,1.512924,,,,,,,176,64,7,,,,,
,78,,,0,1.533756,,,,,,,176,64,8,,,,,
,79,,,0,1.544172,,,,,,,176,64,7,,,,,
,80,,,0,1.554588,,,,,,,176,64,8,,,,,
,81,,,0,1.562400,,,,,,,176,64,7,,,,,
,82,,,0,1.593648,,,,,,,176,64,8,,,,,
,83,,,0,1.624896,,,,,,,176,64,7,,,,,
,84,,,0,1.632708,,,,,,,176,64,8,,,,,
,85,,,0,1.653540,,,,,,,176,64,7,,,,,
,86,,,0,1.663956,,,,,,,176,64,8,,,,,
,87,,,0,1.671768,,,,,,,176,64,7,,,,,
,88,,,0,1.692600,,,,,,,176,64,8,,,,,
,89,,,0,1.716036,,,,,,,176,64,7,,,,,
,90,,,0,1.723848,,,,,,,176,64,8,,,,,
,91,,,0,1.801968,,,,,,,176,64,7,,,,,
,92,,,0,1.812384,,,,,,,176,64,8,,,,,
,93,,,0,1.835820,,,,,,,176,64,7,,,,,
,94,,,0,1.843632,,,,,,,176,64,8,,,,,
,95,,,0,1.854048,,,,,,,176,64,7,,,,,
,96,,,0,1.872276,,,,,,,176,64,8,,,,,
,97,,,0,1.903524,,,,,,,176,64,7,,,,,
,98,,,0,1.913940,,,,,,,176,64,8,,,,,
,99,,,0,1.953000,,,,,,,176,64,7,,,,,
,100,,,0,1.963416,,,,,,,176,64,8,,,,,
,101,,,0,2.012892,,,,,,,176,64,7,,,,,
,102,,,0,2.044140,,,,,,,176,64,8,,,,,
,103,,,0,2.062368,,,,,,,176,64,7,,,,,
,104,,,0,2.072784,,,,,,,176,64,8,,,,,
,105,,,0,2.143092,,,,,,,176,64,7,,,,,
,106,,,0,2.153508,,,,,,,176,64,8,,,,,
,107,,,0,2.171736,,,,,,,176,64,7,,,,,
,108,,,0,2.182152,,,,,,,176,64,8,,,,,
,109,,,0,2.202984,,,,,,,176,64,7,,,,,
,110,,,0,2.213400,,,,,,,176,64,8,,,,,
,111,,,0,2.231628,,,,,,,176,64,7,,,,,
,112,,,0,2.242044,,,,,,,176,64,8,,,,,
,113,,,0,2.262876,,,,,,,176,64,7,,,,,
,114,,,0,2.273292,,,,,,,176,64,8,,,,,
,115,,,0,2.294124,,,,,,,176,64,7,,,,,
,116,,,0,2.301936,,,,,,,176,64,8,,,,,
,117,,,0,2.354016,,,,,,,176,64,7,,,,,
,118,,,0,2.361828,,,,,,,176,64,8,,,,,
,119,,,0,2.372244,,,,,,,176,64,7,,,,,
,120,,,0,2.382660,,,,,,,176,64,8,,,,,
,121,,,0,2.403492,,,,,,,176,64,7,,,,,
,122,,,0,2.413908,,,,,,,176,64,8,,,,,
,123,,,0,2.421720,,,,,,,176,64,7,,,,,
,124,,,0,2.434740,,,,,,,176,64,8,,,,,
,125,,,0,2.463384,,,,,,,176,64,7,,,,,
,126,,,0,2.473800,,,,,,,176,64,8,,,,,
,127,,,0,2.484216,,,,,,,176,64,7,,,,,
,128,,,0,2.492028,,,,,,,176,64,8,,,,,
,129,,,0,2.512860,,,,,,,176,64,7,,,,,
,130,,,0,2.523276,,,,,,,176,64,8,,,,,
,131,,,0,2.551920,,,,,,,176,64,7,,,,,
,132,,,0,2.564940,,,,,,,176,64,8,,,,,
,133,,,0,2.632644,,,,,,,176,64,7,,,,,
,134,,,0,2.653476,,,,,,,176,64,8,,,,,
,135,,,0,2.663892,,,,,,,176,64,7,,,,,
,136,,,0,2.671704,,,,,,,176,64,8,,,,,
,137,,,0,2.684724,,,,,,,176,64,7,,,,,
,138,,,0,2.692536,,,,,,,176,64,8,,,,,
,139,,,0,2.723784,,,,,,,176,64,7,,,,,
,140,,,0,2.734200,,,,,,,176,64,8,,,,,
,141,,,0,2.742012,,,,,,,176,64,7,,,,,
,142,,,0,2.762844,,,,,,,176,64,8,,,,,
,143,,,0,2.773260,,,,,,,176,64,7,,,,,
,144,,,0,2.783676,,,,,,,176,64,8,,,,,
,145,,,0,2.804508,,,,,,,176,64,7,,,,,
,146,,,0,2.812320,,,,,,,176,64,8,,,,,
,147,,,0,2.893044,,,,,,,176,64,7,,,,,
,148,,,0,2.903460,,,,,,,176,64,8,,,,,
,149,,,0,2.913876,,,,,,,176,64,7,,,,,
,150,,,0,2.932104,,,,,,,176,64,8,,,,,
,151,,,0,2.942520,,,,,,,176,64,7,,,,,
,152,,,0,2.955540,,,,,,,176,64,8,,,,,
,153,,,0,2.973768,,,,,,,176,64,7,,,,,
,154,,,0,2.991996,,,,,,,176,64,8,,,,,
,155,,,0,3.002412,,,,,,,176,64,7,,,,,
,156,,,0,3.012828,,,,,,,176,64,8,,,,,
,157,,,0,3.023244,,,,,,,176,64,7,,,,,
,158,,,0,3.036264,,,,,,,176,64,8,,,,,
,159,,,0,3.093552,,,,,,,176,64,7,,,,,
,160,,,0,3.103968,,,,,,,176,64,8,,,,,
,161,,,0,3.122196,,,,,,,176,64,7,,,,,
,162,,,0,3.132612,,,,,,,176,64,8,,,,,
,163,,,0,3.213336,,,,,,,176,64,7,,,,,
,164,,,0,3.234168,,,,,,,176,64,8,,,,,
,165,,,0,3.244584,,,,,,,176,64,7,,,,,
,166,,,0,3.273228,,,,,,,176,64,8,,,,,
,167,,,0,3.294060,,,,,,,176,64,7,,,,,
,168,,,0,3.304476,,,,,,,176,64,8,,,,,
,169,,,0,3.353952,,,,,,,176,64,7,,,,,
,170,,,0,3.364368,,,,,,,176,64,8,,,,,
,171,,,0,3.382596,,,,,,,176,64,7,,,,,
,172,,,0,3.393012,,,,,,,176,64,8,,,,,
,173,,,0,3.413844,,,,,,,176,64,7,,,,,
,174,,,0,3.424260,,,,,,,176,64,8,,,,,
,175,,,0,3.434676,,,,,,,176,64,7,,,,,
,176,,,0,3.442488,,,,,,,176,64,8,,,,,
,177,,,0,3.494568,,,,,,,176,64,7,,,,,
,178,,,0,3.504984,,,,,,,176,64,8,,,,,
,179,,,0,3.523212,,,,,,,176,64,7,,,,,
,180,,,0,3.533628,,,,,,,176,64,8,,,,,
,181,,,0,3.614352,,,,,,,176,64,7,,,,,
,182,,,0,3.624768,,,,,,,176,64,8,,,,,
,183,,,0,3.702888,,,,,,,176,64,7,,,,,
,184,,,0,3.713304,,,,,,,176,64,8,,,,,
,185,,,0,3.723720,,,,,,,176,64,7,,,,,
,186,,,0,3.734136,,,,,,,176,64,8,,,,,
,187,,,0,3.812256,,,,,,,176,64,7,,,,,
,188,,,0,3.822672,,,,,,,176,64,8,,,,,
,189,,,0,3.833088,,,,,,,176,64,7,,,,,
,190,,,0,3.843504,,,,,,,176,64,8,,,,,
,191,,,0,3.913812,,,,,,,176,64,7,,,,,
,192,,,0,3.934644,,,,,,,176,64,8,,,,,
,193,,,0,3.984120,,,,,,,176,64,7,,,,,
,194,,,0,3.994536,,,,,,,176,64,8,,,,,
,195,,,0,4.064844,,,,,,,176,64,7,,,,,
,196,,,0,4.072656,,,,,,,176,64,8,,,,,
,197,,,0,4.083072,,,,,,,176,64,7,,,,,
,198,,,0,4.093488,,,,,,,176,64,8,,,,,
,199,,,0,4.153380,,,,,,,176,64,7,,,,,
,200,,,0,4.174212,,,,,,,176,64,8,,,,,
,201,,,0,4.202856,,,,,,,176,64,7,,,,,
,202,,,0,4.213272,,,,,,,176,64,8,,,,,
,203,,,0,4.262748,,,,,,,176,64,7,,,,,
,204,,,0,4.283580,,,,,,,176,64,8,,,,,
,205,,,0,4.304412,,,,,,,176,64,7,,,,,
,206,,,0,4.314828,,,,,,,176,64,8,,,,,
,207,,,0,4.322640,,,,,,,176,64,7,,,,,
,208,,,0,4.353888,,,,,,,176,64,8,,,,,
,209,,,0,4.364304,,,,,,,176,64,7,,,,,
,210,,,0,4.385136,,,,,,,176,64,8,,,,,
,211,,,0,4.442424,,,,,,,176,64,7,,,,,
,212,,,0,4.463256,,,,,,,176,64,8,,,,,
,213,,,0,4.473672,,,,,,,176,64,7,,,,,
,214,,,0,4.484088,,,,,,,176,64,8,,,,,
,215,,,0,4.512732,,,,,,,176,64,7,,,,,
,216,,,0,4.523148,,,,,,,176,64,8,,,,,
,217,,,0,4.533564,,,,,,,176,64,7,,,,,
,218,,,0,4.543980,,,,,,,176,64,8,,,,,
,219,,,0,4.554396,,,,,,,176,64,7,,,,,
,220,,,0,4.564812,,,,,,,176,64,8,,,,,
,221,,,0,4.583040,,,,,,,176,64,7,,,,,
,222,,,0,4.603872,,,,,,,176,64,8,,,,,
,223,,,0,4.663764,,,,,,,176,64,7,,,,,
,224,,,0,4.684596,,,,,,,176,64,8,,,,,
,225,,,0,4.692408,,,,,,,176,64,7,,,,,
,226,,,0,4.702824,,,,,,,176,64,8,,,,,
,227,,,0,4.723656,,,,,,,176,64,7,,,,,
,228,,,0,4.773132,,,,,,,176,64,8,,,,,
,229,,,0,4.814796,,,,,,,176,64,7,,,,,
,230,,,0,4.822608,,,,,,,176,64,8,,,,,
,231,,,0,4.874688,,,,,,,176,64,7,,,,,
,232,,,0,4.892916,,,,,,,176,64,8,,,,,
,233,,,0,4.903332,,,,,,,176,64,7,,,,,
,234,,,0,4.913748,,,,,,,176,64,8,,,,,
,235,,,0,4.984056,,,,,,,176,64,7,,,,,
