UID,trk,dtick,atick,amicro,type,ch,D0,D1,sci_pitch
    0,  0,         0,         0,         0,tempo,120,bpm,,    
    1,  0,         0,         0,         0, ctl,  0, 64, 49,    
    2,  0,         3,         3,      7812, ctl,  0, 64, 50,    
    3,  0,         8,        11,     28645, ctl,  0, 64, 51,    
    4,  0,         4,        15,     39061, ctl,  0, 64, 52,    
    5,  0,        11,        26,     67706, ctl,  0, 64, 53,    
    6,  0,         8,        34,     88539, ctl,  0, 64, 54,    
    7,  0,        27,        61,    158851, ctl,  0, 64, 55,    
    8,  0,         8,        69,    179684, ctl,  0, 64, 56,    
    9,  0,         7,        76,    197913, ctl,  0, 64, 57,    
   10,  0,        20,        96,    249996, ctl,  0, 64, 58,    
   11,  0,         7,       103,    268225, ctl,  0, 64, 59,    
   12,  0,        12,       115,    299475, ctl,  0, 64, 60,    
   13,  0,        11,       126,    328120, ctl,  0, 64, 61,    
   14,  0,         4,       130,    338536, ctl,  0, 64, 62,    
   15,  0,         8,       138,    359369, ctl,  0, 64, 63,    
   16,  0,        19,       157,    408848, ctl,  0, 64, 64,    
   17,  0,         8,       165,    429681, ctl,  0, 64, 65,    
   18,  0,         7,       172,    447910, ctl,  0, 64, 66,    
   19,  0,        27,       199,    518222, ctl,  0, 64, 67,    
   20,  0,         8,       207,    539055, ctl,  0, 64, 68,    
   21,  0,         8,       215,    559888, ctl,  0, 64, 69,    
   22,  0,         7,       222,    578117, ctl,  0, 64, 70,    
   23,  0,         8,       230,    598950, ctl,  0, 64, 71,    
   24,  0,         4,       234,    609366, ctl,  0, 64, 72,    
   25,  0,         7,       241,    627595, ctl,  0, 64, 73,    
   26,  0,         8,       249,    648428, ctl,  0, 64, 74,    
   27,  0,        15,       264,    687490, ctl,  0, 64, 75,    
   28,  0,         8,       272,    708323, ctl,  0, 64, 76,    
   29,  0,         4,       276,    718739, ctl,  0, 64, 77,    
   30,  0,         4,       280,    729155, ctl,  0, 64, 78,    
   31,  0,         8,       288,    749988, ctl,  0, 64, 79,    
   32,  0,         8,       296,    770821, ctl,  0, 64, 80,    
   33,  0,         7,       303,    789050, ctl,  0, 64, 81,    
   34,  0,         8,       311,    809883, ctl,  0, 64, 82,    
   35,  0,         3,       314,    817695, ctl,  0, 64, 83,    
   36,  0,         4,       318,    828111, ctl,  0, 64, 84,    
   37,  0,         4,       322,    838527, ctl,  0, 64, 85,    
   38,  0,         4,       326,    848943, ctl,  0, 64, 86,    
   39,  0,         4,       330,    859359, ctl,  0, 64, 87,    
   40,  0,         4,       334,    869775, ctl,  0, 64, 88,    
   41,  0,         7,       341,    888004, ctl,  0, 64, 89,    
   42,  0,         4,       345,    898420, ctl,  0, 64, 90,    
   43,  0,         8,       353,    919253, ctl,  0, 64, 91,    
