meas,sec,art_dur_sec,status,d0,d1,oloc,section,sci_pitch,grace,even,even_target,dyn,dyn_target,tempo,tempo_target,note_id,loc,bar,src,src_meas,index
,,,,,,,7001,,,,,,,,,,,,gutim,,
,,,,,,,,,,,,,,,,,,2,,,
2,7.8,0.06,144,65,11,0,,F4,g,,,,,,,ng2_1F4e_0,0,,gutim,2,
2,7.875,0.06,144,63,14,1,,Eb4,g,,,,,,,ng2_1Eb4e,1,,gutim,2,
2,7.95,0.06,144,45,14,2,,A2,g,,,,,,,ng2_1A2e,2,,gutim,2,
2,8.025,0.06,144,30,14,3,,F#1,g,,,,,,,ng2_1Fs1e,3,,gutim,2,
2,8.1,0.06,144,37,14,4,,C#2,g,,,,,,,ng2_1Cs2e,4,,gutim,2,
2,8.175,0.06,144,65,24,5,,F4,g,,,,,,,ng2_1F4e_1,5,,gutim,2,
,,,,,,,,,,,,,,,,,,3,,,
3,8.25,5.4,144,87,22,6,,Eb6,,,,,,,,n3_1Eb6w,6,,gutim,3,
3,8.25,5.4,144,36,14,6,,C2,,,,,,,,n3_5C2w,6,,gutim,3,
3,8.25,5.4,144,46,14,6,,Bb2,,,,,,,,n3_5Bb2w,6,,gutim,3,
,,,,,,,,,,,,,,,,,,4,,,
4,15.75,4.8,144,85,8,7,,Db6,,,,,,,,n4_1Db6q,7,,gutim,4,
,,,,,,,,,,,,,,,,,,6,,,
6,21.75,6.6,144,100,20,8,,E7,,,,,,,,n6_1E7h_0,8,,gutim,6,
,,,,,,,,,,,,,,,,,,9,,,
9,35.25,0.3,144,80,22,9,,G#5,,,,,,,,n9_1Gs5e,9,,gutim,9,
9,35.625,2.7,144,93,23,10,,A6,,,,,,,,n9_1A6e,10,,gutim,9,
,,,,,,,,,,,,,,,,,,10,,,
10,42.9,0.06,144,93,14,11,,A6,g,,,,,,,ng10_1A6e,11,,gutim,10,
10,42.975,0.06,144,36,14,12,,C2,g,,,,,,,ng10_1C2e,12,,gutim,10,
10,43.05,0.06,144,66,14,13,,F#4,g,,,,,,,ng10_1Fs4e,13,,gutim,10,
10,43.125,0.3562,144,66,14,14,,F#4,,,,,,,,n10_1Fs4e,14,,gutim,10,
,,,,,,,,,,,,,,,,,,11,,,
11,43.5,4.6312,144,100,14,15,,E7,,,,,,,,n11_1E7w,15,,gutim,11,
,,,,,,,,,,,,,,,,,,12,,,
12,48.375,0.75,144,92,14,16,,G#6,,,,,,,,n12_1Gs6e_0,16,,gutim,12,
12,48.375,1.5,144,45,14,16,,A2,,,,,,,,n12_5A2e,16,,gutim,12,
12,49.3125,2.55,144,79,14,17,,G5,,,,,,,,n12_1G5s,17,,gutim,12,
12,50.25,2.4,144,46,14,18,,Bb2,,,,,,,,n12_5Bb2h,18,,gutim,12,
,,,,,,,,,,,,,,,,,,13,,,
13,52.8,0.06,144,36,14,19,,C2,g,,,,,,,ng13_5C2e,19,,gutim,13,
13,52.875,0.06,144,81,14,20,,A5,g,,,,,,,ng13_5A5e_0,20,,gutim,13,
13,52.95,0.06,144,88,14,21,,E6,g,,,,,,,ng13_5E6e,21,,gutim,13,
13,53.025,0.06,144,54,14,22,,F#3,g,,,,,,,ng13_5Fs3e,22,,gutim,13,
13,53.1,0.06,144,80,14,23,,G#5,g,,,,,,,ng13_5Gs5e,23,,gutim,13,
13,53.175,0.06,144,81,14,24,,A5,g,,,,,,,ng13_5A5e_1,24,,gutim,13,
13,53.25,0.6,144,50,14,25,,D3,,,,,,,,n13_5D3q,25,,gutim,13,
13,53.25,0.6,144,52,14,25,,E3,,,,,,,,n13_5E3q,25,,gutim,13,
13,53.25,0.6,144,24,14,25,,C1,,,,,,,,n13_6C1q_0,25,,gutim,13,
,,,,,,,7005,,,,,,,,,,,,gutim,,
13,56.25,4.8,144,24,14,26,,C1,,,,,,,,n13_6C1q_1,26,,gutim,13,
13,56.625,0.9,144,84,5,27,,C6,,,,,,,,n13_1C6e,27,,gutim,13,
13,56.625,0.9,144,89,5,27,,F6,,,,,,,,n13_1F6e,27,,gutim,13,
,,,,,,,,,,,,,,,,,,14,,,
14,57.75,3.6,144,57,11,28,,A3,,,,,,,,n14_5A3w,28,,gutim,14,
14,58.25,0.8,144,85,5,29,,C#6,,,,,,,,n14_1Cs6e,29,,gutim,14,
14,59.625,0.3,144,44,11,30,,Ab2,,,,,,,,n14_1Ab2e,30,,gutim,14,
14,60.0,0.5,144,58,9,31,,Bb3,,,,,,,,n14_1Bb3q,31,,gutim,14,
14,60.625,0.05,144,97,5,32,,Db7,,,,,,,,n14_1Db7t,32,,gutim,14,
14,60.6875,0.05,144,46,5,33,,Bb2,,,,,,,,n14_1Bb2t,33,,gutim,14,
14,60.75,0.4,144,40,6,34,,E2,,,,,,,,n14_1E2q,34,,gutim,14,
14,61.25,0.4,144,85,8,35,,Db6,,,,,,,,n14_1Db6q,35,,gutim,14,
14,61.75,0.4,144,72,14,36,,C5,,,,,,,,n14_1C5q,36,,gutim,14,
,,,,,,,7006,,,,,,,,,,,,gutim,,
,,,,,,,,,,,,,,,,,,15,,,
15,62.25,0.0602,144,34,6,37,,Bb1,,,,,,,,n15_5Bb1t_0,37,,gutim,15,
15,62.3252,0.0602,144,33,6,38,,A1,,,,,,,,n15_5A1t_0,38,,gutim,15,
15,62.4004,0.0602,144,34,6,39,,Bb1,,,,,,,,n15_5Bb1t_1,39,,gutim,15,
15,62.417,0.1586,144,79,6,40,,G5,,,,,,,,n15_1G5s_0,40,,gutim,15,
15,62.4756,0.1203,144,33,6,41,,A1,,,,,,,,n15_5A1s_0,41,,gutim,15,
15,62.584,0.1586,144,73,7,42,,Db5,,,,,,,,n15_1Db5s_0,42,,gutim,15,
15,62.626,0.0602,144,34,7,43,,Bb1,,,,,,,,n15_5Bb1t_2,43,,gutim,15,
15,62.7012,0.0602,144,33,7,44,,A1,,,,,,,,n15_5A1t_1,44,,gutim,15,
15,62.751,0.2375,144,79,7,45,,G5,,,,,,,,n15_1G5s_1,45,,gutim,15,
15,62.7764,0.0602,144,34,7,46,,Bb1,,,,,,,,n15_5Bb1t_3,46,,gutim,15,
15,62.8516,0.1203,144,33,7,47,,A1,,,,,,,,n15_5A1s_1,47,,gutim,15,
15,63.001,0.1586,144,73,8,48,,Db5,,,,,,,,n15_1Db5s_1,48,,gutim,15,
15,63.002,0.0602,144,34,8,48,,Bb1,,,,,,,,n15_5Bb1t_4,48,,gutim,15,
15,63.0771,0.0602,144,33,8,49,,A1,,,,,,,,n15_5A1t_2,49,,gutim,15,
15,63.1523,0.0602,144,34,8,50,,Bb1,,,,,,,,n15_5Bb1t_5,50,,gutim,15,
15,63.168,0.1586,144,79,8,51,,G5,,,,,,,,n15_1G5s_2,51,,gutim,15,
15,63.2275,0.1203,144,33,8,52,,A1,,,,,,,,n15_5A1s_2,52,,gutim,15,
15,63.335,0.1586,144,73,9,53,,Db5,,,,,,,,n15_1Db5s_2,53,,gutim,15,
15,63.3779,0.0602,144,34,9,54,,Bb1,,,,,,,,n15_5Bb1t_6,54,,gutim,15,
15,63.4531,0.0602,144,33,9,55,,A1,,,,,,,,n15_5A1t_3,55,,gutim,15,
15,63.502,0.2375,144,79,9,56,,G5,,,,,,,,n15_1G5s_3,56,,gutim,15,
15,63.5283,0.0602,144,34,9,57,,Bb1,,,,,,,,n15_5Bb1t_7,57,,gutim,15,
15,63.6035,0.1203,144,33,9,58,,A1,,,,,,,,n15_5A1s_3,58,,gutim,15,
15,63.752,0.1586,144,73,14,59,,Db5,,,,,,,,n15_1Db5s_3,59,,gutim,15,
15,63.7539,0.0602,144,34,14,60,,Bb1,,,,,,,,n15_5Bb1t_8,60,,gutim,15,
15,63.8291,0.0602,144,33,14,61,,A1,,,,,,,,n15_5A1t_4,61,,gutim,15,
15,63.9043,0.0602,144,34,14,62,,Bb1,,,,,,,,n15_5Bb1t_9,62,,gutim,15,
15,63.9189,0.1586,144,79,14,63,,G5,,,,,,,,n15_1G5s_4,63,,gutim,15,
15,63.9795,0.1203,144,33,14,64,,A1,,,,,,,,n15_5A1s_4,64,,gutim,15,
15,64.0859,0.1586,144,73,14,65,,Db5,,,,,,,,n15_1Db5s_4,65,,gutim,15,
15,64.1299,0.0602,144,34,14,66,,Bb1,,,,,,,,n15_5Bb1t_10,66,,gutim,15,
15,64.2051,0.0602,144,33,14,67,,A1,,,,,,,,n15_5A1t_5,67,,gutim,15,
15,64.2529,0.2375,144,79,14,68,,G5,,,,,,,,n15_1G5s_5,68,,gutim,15,
15,64.2803,0.0602,144,34,14,69,,Bb1,,,,,,,,n15_5Bb1t_11,69,,gutim,15,
15,64.3555,0.1203,144,33,14,70,,A1,,,,,,,,n15_5A1s_5,70,,gutim,15,
15,64.5029,0.1586,144,73,14,71,,Db5,,,,,,,,n15_1Db5s_5,71,,gutim,15,
15,64.5059,0.0602,144,34,14,71,,Bb1,,,,,,,,n15_5Bb1t_12,71,,gutim,15,
15,64.5811,0.0602,144,33,14,72,,A1,,,,,,,,n15_5A1t_6,72,,gutim,15,
15,64.6562,0.0602,144,34,14,73,,Bb1,,,,,,,,n15_5Bb1t_13,73,,gutim,15,
15,64.6699,0.1586,144,79,14,74,,G5,,,,,,,,n15_1G5s_6,74,,gutim,15,
15,64.7314,0.1203,144,33,14,75,,A1,,,,,,,,n15_5A1s_6,75,,gutim,15,
15,64.8369,0.1586,144,73,14,76,,Db5,,,,,,,,n15_1Db5s_6,76,,gutim,15,
15,64.8818,0.0602,144,34,14,77,,Bb1,,,,,,,,n15_5Bb1t_14,77,,gutim,15,
15,64.957,0.0602,144,33,14,78,,A1,,,,,,,,n15_5A1t_7,78,,gutim,15,
15,65.0039,0.2338,144,79,14,79,,G5,,,,,,,,n15_1G5s_7,79,,gutim,15,
15,65.0322,0.0602,144,34,14,80,,Bb1,,,,,,,,n15_5Bb1t_15,80,,gutim,15,
15,65.1074,0.1187,144,33,14,81,,A1,,,,,,,,n15_5A1s_7,81,,gutim,15,
,,,,,,,7008,,,,,,,,,,,,gutim,,
,,,,,,,,,,,,,,,,,,16,,,
16,66.3611,2.6667,144,75,14,82,,Eb5,,,,,,,,n16_1Eb5w,82,,gutim,16,
16,66.3611,0.5336,144,50,14,82,,D3,,,,,,,,n16_2D3q,82,,gutim,16,
16,66.3611,0.5336,144,64,14,82,,E4,,,,,,,,n16_2E4q_0,82,,gutim,16,
16,66.3611,2.6667,144,46,14,82,,Bb2,,,,,,,,n16_5Bb2w,82,,gutim,16,
16,66.3611,2.6667,144,36,14,82,,C2,,,,,,,,n16_6C2w,82,,gutim,16,
16,67.0281,0.7998,144,64,9,83,,E4,,,,,,,,n16_2E4q_1,83,,gutim,16,
16,67.0281,0.7998,144,77,9,83,,F5,,,,,,,,n16_2F5q_0,83,,gutim,16,
16,68.0278,1.0666,144,50,11,84,,D3,,,,,,,,n16_2D3h,84,,gutim,16,
16,68.0278,1.0666,144,64,11,84,,E4,,,,,,,,n16_2E4h,84,,gutim,16,
16,69.361,0.7112,144,50,15,85,,D3,,,,,,,,n16_2D3e_1,85,,gutim,16,
16,69.361,0.7112,144,64,15,85,,E4,,,,,,,,n16_2E4e_1,85,,gutim,16,
16,69.361,0.7112,144,77,15,85,,F5,,,,,,,,n16_2F5e,85,,gutim,16,
,,,,,,,,,,,,,,,,,,17,,,
17,70.25,2.6667,144,50,17,86,,D3,,,,,,,,n17_2D3h,86,,gutim,17,
17,70.25,2.6667,144,64,17,86,,E4,,,,,,,,n17_2E4h,86,,gutim,17,
17,70.25,2.6667,144,75,17,86,,Eb5,,,,,,,,n17_2Eb5h,86,,gutim,17,
17,70.25,2.6667,144,77,17,86,,F5,,,,,,,,n17_2F5h,86,,gutim,17,
17,70.25,2.6667,144,46,8,86,,Bb2,,,,,,,,n17_5Bb2w,86,,gutim,17,
17,70.25,2.6667,144,36,8,86,,C2,,,,,,,,n17_6C2w,86,,gutim,17,
,,,,,,,,,,,,,,,,,,18,,,
18,73.5833,0.1111,144,50,14,87,,D3,,,,,,,,n18_1D3s,87,,gutim,18,
18,73.5833,0.1111,144,64,14,87,,E4,,,,,,,,n18_1E4s,87,,gutim,18,
18,73.5833,0.1111,144,75,14,87,,Eb5,,,,,,,,n18_1Eb5s,87,,gutim,18,
18,73.5833,0.1111,144,77,14,87,,F5,,,,,,,,n18_1F5s,87,,gutim,18,
18,74.6944,1.3333,144,50,14,88,,D3,,,,,,,,n18_1D3h_0,88,,gutim,18,
18,74.6944,1.3333,144,64,14,88,,E4,,,,,,,,n18_1E4h_0,88,,gutim,18,
18,74.6944,1.3333,144,75,14,88,,Eb5,,,,,,,,n18_1Eb5h_0,88,,gutim,18,
18,74.6944,1.3333,144,77,14,88,,F5,,,,,,,,n18_1F5h_0,88,,gutim,18,
18,74.6944,1.3333,144,46,14,88,,Bb2,,,,,,,,n18_5Bb2h_0,88,,gutim,18,
18,74.6944,1.3333,144,36,14,88,,C2,,,,,,,,n18_6C2h_0,88,,gutim,18,
18,76.3611,0.8889,144,50,14,89,,D3,,,,,,,,n18_1D3h_1,89,,gutim,18,
18,76.3611,0.8889,144,64,14,89,,E4,,,,,,,,n18_1E4h_1,89,,gutim,18,
18,76.3611,0.8889,144,75,14,89,,Eb5,,,,,,,,n18_1Eb5h_1,89,,gutim,18,
18,76.3611,0.8889,144,77,14,89,,F5,,,,,,,,n18_1F5h_1,89,,gutim,18,
18,76.3611,0.8889,144,46,14,89,,Bb2,,,,,,,,n18_5Bb2h_1,89,,gutim,18,
18,76.3611,0.8889,144,36,14,89,,C2,,,,,,,,n18_6C2h_1,89,,gutim,18,
,,,,,,,7011,,,,,,,,,,,,gutim,,
,,,,,,,,,,,,,,,,,,21,,,
21,87.631,0.0789,144,46,14,90,,Bb2,,,,,,,,n21_5Bb2t_0,90,,gutim,21,
21,87.714,0.0789,144,40,14,91,,E2,,,,,,,,n21_5E2t_0,91,,gutim,21,
21,87.797,0.0789,144,97,14,92,,Db7,,,,,,,,n21_5Db7t_0,92,,gutim,21,
21,87.88,0.0789,144,46,14,93,,Bb2,,,,,,,,n21_5Bb2t_1,93,,gutim,21,
21,87.963,0.0789,144,97,14,94,,Db7,,,,,,,,n21_5Db7t_1,94,,gutim,21,
21,88.046,0.0789,144,40,14,95,,E2,,,,,,,,n21_5E2t_1,95,,gutim,21,
21,88.129,0.0789,144,84,14,96,,C6,,,,,,,,n21_5C6t,96,,gutim,21,
21,88.212,0.1586,144,32,14,97,,Ab1,,,,,,,,n21_5Ab1s,97,,gutim,21,
21,88.379,0.0789,144,46,14,98,,Bb2,,,,,,,,n21_5Bb2t_2,98,,gutim,21,
21,88.462,0.0789,144,40,14,99,,E2,,,,,,,,n21_5E2t_2,99,,gutim,21,
21,88.545,0.0789,144,32,14,100,,Ab1,,,,,,,,n21_5Ab1t_0,100,,gutim,21,
21,88.628,0.0789,144,46,14,101,,Bb2,,,,,,,,n21_5Bb2t_3,101,,gutim,21,
21,88.711,0.1586,144,40,14,102,,E2,,,,,,,,n21_5E2s_0,102,,gutim,21,
21,88.878,0.0789,144,32,14,103,,Ab1,,,,,,,,n21_5Ab1t_1,103,,gutim,21,
21,88.961,0.0789,144,46,14,104,,Bb2,,,,,,,,n21_5Bb2t_4,104,,gutim,21,
21,89.044,0.0789,144,40,14,105,,E2,,,,,,,,n21_5E2t_3,105,,gutim,21,
21,89.127,0.0789,144,46,14,106,,Bb2,,,,,,,,n21_5Bb2t_5,106,,gutim,21,
21,89.2101,0.0789,144,40,14,107,,E2,,,,,,,,n21_5E2t_4,107,,gutim,21,
21,89.2931,0.0789,144,32,14,108,,Ab1,,,,,,,,n21_5Ab1t_2,108,,gutim,21,
21,89.3761,0.0789,144,46,14,109,,Bb2,,,,,,,,n21_5Bb2t_6,109,,gutim,21,
21,89.4591,0.1586,144,40,14,110,,E2,,,,,,,,n21_5E2s_1,110,,gutim,21,
21,89.6261,0.0789,144,32,14,111,,Ab1,,,,,,,,n21_5Ab1t_3,111,,gutim,21,
21,89.7091,0.0789,144,46,14,112,,Bb2,,,,,,,,n21_5Bb2t_7,112,,gutim,21,
21,89.7921,0.0789,144,40,14,113,,E2,,,,,,,,n21_5E2t_5,113,,gutim,21,
21,89.8751,0.0789,144,46,14,114,,Bb2,,,,,,,,n21_5Bb2t_8,114,,gutim,21,
21,89.9581,0.0789,144,40,14,115,,E2,,,,,,,,n21_5E2t_6,115,,gutim,21,
21,90.0411,0.0789,144,32,14,116,,Ab1,,,,,,,,n21_5Ab1t_4,116,,gutim,21,
21,90.1241,0.0789,144,46,14,117,,Bb2,,,,,,,,n21_5Bb2t_9,117,,gutim,21,
21,90.2071,0.1586,144,40,14,118,,E2,,,,,,,,n21_5E2s_2,118,,gutim,21,
21,90.3741,0.0789,144,32,14,119,,Ab1,,,,,,,,n21_5Ab1t_5,119,,gutim,21,
21,90.4571,0.0789,144,46,14,120,,Bb2,,,,,,,,n21_5Bb2t_10,120,,gutim,21,
21,90.5401,0.0789,144,40,14,121,,E2,,,,,,,,n21_5E2t_7,121,,gutim,21,
21,90.6231,0.0789,144,46,5,122,,Bb2,,,,,,,,n21_5Bb2t_11,122,,gutim,21,
21,90.7061,0.0789,144,40,5,123,,E2,,,,,,,,n21_5E2t_8,123,,gutim,21,
21,90.7813,0.1429,144,97,5,124,,Db7,,,,,,,,n21_1Db7s_0,124,,gutim,21,
21,90.7892,0.0789,144,32,14,125,,Ab1,,,,,,,,n21_5Ab1t_6,125,,gutim,21,
21,90.8722,0.0789,144,46,5,126,,Bb2,,,,,,,,n21_5Bb2t_12,126,,gutim,21,
21,90.9317,0.1429,144,84,14,127,,C6,,,,,,,,n21_1C6s_0,127,,gutim,21,
21,90.9552,0.1586,144,40,14,128,,E2,,,,,,,,n21_5E2s_3,128,,gutim,21,
21,91.0821,0.1429,144,97,5,129,,Db7,,,,,,,,n21_1Db7s_1,129,,gutim,21,
21,91.1222,0.0789,144,32,14,130,,Ab1,,,,,,,,n21_5Ab1t_7,130,,gutim,21,
21,91.2052,0.0664,144,46,14,131,,Bb2,,,,,,,,n21_5Bb2t_13,131,,gutim,21,
21,91.2325,0.1429,144,84,5,132,,C6,,,,,,,,n21_1C6s_1,132,,gutim,21,
21,91.2882,0.0664,144,40,14,133,,E2,,,,,,,,n21_5E2t_9,133,,gutim,21,
21,91.3712,0.0664,144,46,5,134,,Bb2,,,,,,,,n21_5Bb2t_14,134,,gutim,21,
21,91.4542,0.0664,144,40,5,135,,E2,,,,,,,,n21_5E2t_10,135,,gutim,21,
21,91.5333,0.1429,144,97,14,136,,Db7,,,,,,,,n21_1Db7s_2,136,,gutim,21,
21,91.5372,0.0664,144,32,5,136,,Ab1,,,,,,,,n21_5Ab1t_8,136,,gutim,21,
21,91.6202,0.0664,144,46,5,137,,Bb2,,,,,,,,n21_5Bb2t_15,137,,gutim,21,
21,91.6837,0.1429,144,84,14,138,,C6,,,,,,,,n21_1C6s_2,138,,gutim,21,
21,91.7032,0.1336,144,40,5,139,,E2,,,,,,,,n21_5E2s_4,139,,gutim,21,
21,91.8341,0.1429,144,97,14,140,,Db7,,,,,,,,n21_1Db7s_3,140,,gutim,21,
21,91.8702,0.0664,144,32,5,141,,Ab1,,,,,,,,n21_5Ab1t_9,141,,gutim,21,
21,91.9532,0.0664,144,46,6,142,,Bb2,,,,,,,,n21_5Bb2t_16,142,,gutim,21,
21,91.9845,0.1392,144,84,14,143,,C6,,,,,,,,n21_1C6s_3,143,,gutim,21,
21,92.0362,0.0664,144,40,6,144,,E2,,,,,,,,n21_5E2t_11,144,,gutim,21,
,,,,,,,,,,,,,,,,,,22,,,
22,92.131,0.0789,144,46,6,145,,Bb2,,,,,,,,n22_5Bb2t_0,145,,gutim,22,
22,92.214,0.0789,144,40,6,146,,E2,,,,,,,,n22_5E2t_0,146,,gutim,22,
22,92.2813,0.1429,144,97,5,147,,Db7,,,,,,,,n22_1Db7s_0,147,,gutim,22,
22,92.297,0.0789,144,32,6,148,,Ab1,,,,,,,,n22_5Ab1t_0,148,,gutim,22,
22,92.38,0.0789,144,46,6,149,,Bb2,,,,,,,,n22_5Bb2t_1,149,,gutim,22,
22,92.4317,0.1429,144,84,5,150,,C6,,,,,,,,n22_1C6s_0,150,,gutim,22,
22,92.463,0.1586,144,40,6,151,,E2,,,,,,,,n22_5E2s_0,151,,gutim,22,
22,92.5821,0.1429,144,97,5,152,,Db7,,,,,,,,n22_1Db7s_1,152,,gutim,22,
22,92.63,0.0789,144,32,7,153,,Ab1,,,,,,,,n22_5Ab1t_1,153,,gutim,22,
22,92.713,0.0789,144,46,7,154,,Bb2,,,,,,,,n22_5Bb2t_2,154,,gutim,22,
22,92.7325,0.1429,144,84,5,155,,C6,,,,,,,,n22_1C6s_1,155,,gutim,22,
22,92.796,0.0789,144,40,7,156,,E2,,,,,,,,n22_5E2t_1,156,,gutim,22,
22,92.879,0.0789,144,46,7,157,,Bb2,,,,,,,,n22_5Bb2t_3,157,,gutim,22,
22,92.962,0.0789,144,40,7,158,,E2,,,,,,,,n22_5E2t_2,158,,gutim,22,
22,93.0333,0.1429,144,97,5,159,,Db7,,,,,,,,n22_1Db7s_2,159,,gutim,22,
22,93.045,0.0789,144,32,7,160,,Ab1,,,,,,,,n22_5Ab1t_2,160,,gutim,22,
22,93.128,0.0789,144,46,7,161,,Bb2,,,,,,,,n22_5Bb2t_4,161,,gutim,22,
22,93.1837,0.1429,144,84,5,162,,C6,,,,,,,,n22_1C6s_2,162,,gutim,22,
22,93.211,0.1586,144,40,8,163,,E2,,,,,,,,n22_5E2s_1,163,,gutim,22,
22,93.3341,0.1429,144,97,5,164,,Db7,,,,,,,,n22_1Db7s_3,164,,gutim,22,
22,93.378,0.0789,144,32,8,165,,Ab1,,,,,,,,n22_5Ab1t_3,165,,gutim,22,
22,93.461,0.0789,144,46,8,166,,Bb2,,,,,,,,n22_5Bb2t_5,166,,gutim,22,
22,93.4845,0.1392,144,84,5,167,,C6,,,,,,,,n22_1C6s_3,167,,gutim,22,
22,93.544,0.0789,144,40,8,168,,E2,,,,,,,,n22_5E2t_3,168,,gutim,22,
22,93.627,0.0789,144,46,8,169,,Bb2,,,,,,,,n22_5Bb2t_6,169,,gutim,22,
22,93.7101,0.0789,144,40,8,170,,E2,,,,,,,,n22_5E2t_4,170,,gutim,22,
22,93.7931,0.0789,144,32,14,171,,Ab1,,,,,,,,n22_5Ab1t_4,171,,gutim,22,
22,93.8761,0.0789,144,46,14,172,,Bb2,,,,,,,,n22_5Bb2t_7,172,,gutim,22,
22,93.9591,0.1586,144,40,14,173,,E2,,,,,,,,n22_5E2s_2,173,,gutim,22,
22,94.1261,0.0789,144,32,8,174,,Ab1,,,,,,,,n22_5Ab1t_5,174,,gutim,22,
22,94.2091,0.0789,144,46,9,175,,Bb2,,,,,,,,n22_5Bb2t_8,175,,gutim,22,
22,94.2921,0.0789,144,40,14,176,,E2,,,,,,,,n22_5E2t_5,176,,gutim,22,
22,94.3751,0.0789,144,46,14,177,,Bb2,,,,,,,,n22_5Bb2t_9,177,,gutim,22,
22,94.4581,0.0789,144,40,9,178,,E2,,,,,,,,n22_5E2t_6,178,,gutim,22,
22,94.5411,0.0789,144,32,14,179,,Ab1,,,,,,,,n22_5Ab1t_6,179,,gutim,22,
22,94.6241,0.0789,144,46,14,180,,Bb2,,,,,,,,n22_5Bb2t_10,180,,gutim,22,
22,94.7071,0.1586,144,40,14,181,,E2,,,,,,,,n22_5E2s_3,181,,gutim,22,
22,94.8741,0.0789,144,32,9,182,,Ab1,,,,,,,,n22_5Ab1t_7,182,,gutim,22,
22,94.9571,0.0664,144,46,14,183,,Bb2,,,,,,,,n22_5Bb2t_11,183,,gutim,22,
22,95.0401,0.0664,144,40,14,184,,E2,,,,,,,,n22_5E2t_7,184,,gutim,22,
22,95.1231,0.0789,144,52,8,185,,E3,,,,,,,,n22_5E3t_0,185,,gutim,22,
22,95.2061,0.0789,144,58,8,186,,Bb3,,,,,,,,n22_5Bb3t_0,186,,gutim,22,
22,95.2892,0.0789,144,72,8,187,,C5,,,,,,,,n22_5C5t_0,187,,gutim,22,
22,95.3722,0.0789,144,85,8,188,,Db6,,,,,,,,n22_5Db6t_0,188,,gutim,22,
22,95.4552,0.0789,144,44,8,189,,Ab2,,,,,,,,n22_5Ab2t_0,189,,gutim,22,
22,95.5382,0.0789,144,58,9,190,,Bb3,,,,,,,,n22_5Bb3t_1,190,,gutim,22,
22,95.6212,0.0789,144,72,9,191,,C5,,,,,,,,n22_5C5t_1,191,,gutim,22,
22,95.7042,0.0789,144,85,9,192,,Db6,,,,,,,,n22_5Db6t_1,192,,gutim,22,
22,95.7872,0.0789,144,58,9,193,,Bb3,,,,,,,,n22_5Bb3t_2,193,,gutim,22,
22,95.8702,0.0789,144,52,9,194,,E3,,,,,,,,n22_5E3t_1,194,,gutim,22,
22,95.9532,0.0789,144,72,9,195,,C5,,,,,,,,n22_5C5t_2,195,,gutim,22,
22,96.0362,0.0789,144,44,14,196,,Ab2,,,,,,,,n22_5Ab2t_1,196,,gutim,22,
22,96.1192,0.0789,144,58,14,197,,Bb3,,,,,,,,n22_5Bb3t_3,197,,gutim,22,
22,96.2022,0.1586,144,85,14,198,,Db6,,,,,,,,n22_5Db6s,198,,gutim,22,
22,96.3692,0.0789,144,52,14,199,,E3,,,,,,,,n22_5E3t_2,199,,gutim,22,
22,96.4522,0.0789,144,72,14,200,,C5,,,,,,,,n22_5C5t_3,200,,gutim,22,
22,96.5352,0.0789,144,44,14,201,,Ab2,,,,,,,,n22_5Ab2t_2,201,,gutim,22,
22,96.6183,0.0664,144,58,14,202,,Bb3,,,,,,,,n22_5Bb3t_4,202,,gutim,22,
22,96.7013,0.0664,144,52,14,203,,E3,,,,,,,,n22_5E3t_3,203,,gutim,22,
22,96.7813,0.1429,144,85,14,204,,Db6,,,,,,,,n22_1Db6s_0,204,,gutim,22,
22,96.7843,0.0664,144,44,14,205,,Ab2,,,,,,,,n22_5Ab2t_3,205,,gutim,22,
22,96.8673,0.0664,144,58,14,206,,Bb3,,,,,,,,n22_5Bb3t_5,206,,gutim,22,
22,96.9317,0.1429,144,72,14,207,,C5,,,,,,,,n22_1C5s_0,207,,gutim,22,
22,96.9503,0.1336,144,52,14,208,,E3,,,,,,,,n22_5E3s_0,208,,gutim,22,
22,97.0821,0.1429,144,85,14,209,,Db6,,,,,,,,n22_1Db6s_1,209,,gutim,22,
22,97.1173,0.0664,144,44,14,210,,Ab2,,,,,,,,n22_5Ab2t_4,210,,gutim,22,
22,97.2003,0.0664,144,58,14,211,,Bb3,,,,,,,,n22_5Bb3t_6,211,,gutim,22,
22,97.2325,0.1429,144,72,14,212,,C5,,,,,,,,n22_1C5s_1,212,,gutim,22,
22,97.2833,0.0664,144,52,14,213,,E3,,,,,,,,n22_5E3t_4,213,,gutim,22,
22,97.3663,0.0664,144,58,14,214,,Bb3,,,,,,,,n22_5Bb3t_7,214,,gutim,22,
22,97.4493,0.0664,144,52,14,215,,E3,,,,,,,,n22_5E3t_5,215,,gutim,22,
22,97.5323,0.0664,144,44,14,216,,Ab2,,,,,,,,n22_5Ab2t_5,216,,gutim,22,
22,97.5333,0.1429,144,85,14,217,,Db6,,,,,,,,n22_1Db6s_2,217,,gutim,22,
22,97.6153,0.0664,144,58,14,218,,Bb3,,,,,,,,n22_5Bb3t_8,218,,gutim,22,
22,97.6837,0.1429,144,72,14,219,,C5,,,,,,,,n22_1C5s_2,219,,gutim,22,
22,97.6983,0.1336,144,52,14,220,,E3,,,,,,,,n22_5E3s_1,220,,gutim,22,
22,97.8341,0.1429,144,85,14,221,,Db6,,,,,,,,n22_1Db6s_3,221,,gutim,22,
22,97.8653,0.0664,144,44,14,222,,Ab2,,,,,,,,n22_5Ab2t_6,222,,gutim,22,
