meas,sec,art_dur_sec,status,d0,d1,oloc,section,sci_pitch,grace,even,even_target,dyn,dyn_target,tempo,tempo_target,note_id,loc,bar,src,src_meas,index
236,1305.9446,0.125,144,101,2,2802,,F7,,,,,,,,n236_5F7t_1,2802,,gutim,236,
236,1306.0433,0.1504,144,90,2,2803,,F#6,,,,,,,,n236_1Fs6x,2803,,gutim,236,
236,1306.0762,0.125,144,104,2,2804,,G#7,,,,,,,,n236_5Gs7t_0,2804,,gutim,236,
236,1306.2016,0.0996,144,87,14,2805,,D#6,,,,,,,,n236_1Ds6t,2805,,gutim,236,
236,1306.2078,0.084,144,85,14,2806,,C#6,,,,,,,,n236_5Cs6t_2,2806,,gutim,236,
236,1306.2962,0.084,144,104,14,2807,,G#7,,,,,,,,n236_5Gs7t_1,2807,,gutim,236,
236,1306.3065,0.1504,144,95,14,2808,,B6,,,,,,,,n236_1B6t,2808,,gutim,236,
236,1306.3846,0.084,144,97,14,2809,,C#7,,,,,,,,n236_5Cs7t,2809,,gutim,236,
236,1306.4648,0.1504,144,91,14,2810,,G6,,,,,,,,n236_1G6t,2810,,gutim,236,
,,,,,,,7166,,,,,,,,,,,,gutim,,
,,,,,,,,,,,,,,,,,,237,,,
237,1314.999,0.0712,144,86,17,2811,,D6,g,,,,,,,ng237_1D6e,2811,,gutim,237,
237,1315.074,0.0712,144,49,14,2812,,C#3,g,,,,,,,ng237_1Cs3e,2812,,gutim,237,
237,1315.149,2.7955,144,81,14,2813,,A5,,,,,,,,n237_1A5q,2813,,gutim,237,
237,1315.149,0.3158,144,74,14,2813,,D5,,,,,,,,n237_5D5s,2813,,gutim,237,
237,1315.5437,0.125,144,54,5,2814,,F#3,,,,,,,,n237_5Fs3t_0,2814,,gutim,237,
237,1315.6753,0.125,144,59,5,2815,,B3,,,,,,,,n237_5B3t_0,2815,,gutim,237,
237,1315.8069,0.125,144,60,5,2816,,C4,,,,,,,,n237_5C4t_0,2816,,gutim,237,
237,1315.9385,0.125,144,59,5,2817,,B3,,,,,,,,n237_5B3t_1,2817,,gutim,237,
237,1316.07,0.125,144,54,5,2818,,F#3,,,,,,,,n237_5Fs3t_1,2818,,gutim,237,
237,1316.2016,0.125,144,59,5,2819,,B3,,,,,,,,n237_5B3t_2,2819,,gutim,237,
237,1316.3332,0.125,144,46,5,2820,,Bb2,,,,,,,,n237_5Bb2t,2820,,gutim,237,
237,1316.4648,0.125,144,60,5,2821,,C4,,,,,,,,n237_5C4t_1,2821,,gutim,237,
237,1316.5963,0.125,144,59,5,2822,,B3,,,,,,,,n237_5B3t_3,2822,,gutim,237,
,,,,,,,,,,,,,,,,,,238,,,
238,1316.7279,0.2308,144,34,11,2823,,Bb1,,,,,,,,n238_5Bb1s,2823,,gutim,238,
238,1317.0262,0.2884,144,62,11,2824,,D4,,,,,,,,n238_5D4s,2824,,gutim,238,
238,1317.3298,0.2884,144,42,11,2825,,F#2,,,,,,,,n238_5Fs2s,2825,,gutim,238,
238,1317.6335,0.086,144,48,8,2826,,C3,,,,,,,,n238_5C3x_0,2826,,gutim,238,
238,1317.724,0.086,144,46,7,2827,,Bb2,,,,,,,,n238_5Bb2x_0,2827,,gutim,238,
238,1317.8146,0.086,144,48,7,2828,,C3,,,,,,,,n238_5C3x_1,2828,,gutim,238,
238,1317.9051,0.086,144,46,6,2829,,Bb2,,,,,,,,n238_5Bb2x_1,2829,,gutim,238,
238,1317.9957,0.086,144,48,5,2830,,C3,,,,,,,,n238_5C3x_2,2830,,gutim,238,
238,1318.0862,0.2159,144,50,4,2831,,D3,,,,,,,,n238_5D3s,2831,,gutim,238,
238,1318.3135,0.2159,144,22,8,2832,,Bb0,,,,,,,,n238_5Bb0s_0,2832,,gutim,238,
238,1318.5408,0.108,144,50,7,2833,,D3,,,,,,,,n238_5D3t,2833,,gutim,238,
238,1318.6544,0.3239,144,30,7,2834,,F#1,,,,,,,,n238_5Fs1s,2834,,gutim,238,
238,1318.9953,0.108,144,47,6,2835,,B2,,,,,,,,n238_5B2t_0,2835,,gutim,238,
238,1319.109,0.108,144,48,5,2836,,C3,,,,,,,,n238_5C3t_0,2836,,gutim,238,
238,1319.2226,0.108,144,47,5,2837,,B2,,,,,,,,n238_5B2t_1,2837,,gutim,238,
238,1319.3362,0.2159,144,22,5,2838,,Bb0,,,,,,,,n238_5Bb0t_0,2838,,gutim,238,
238,1319.5688,0.108,144,48,4,2839,,C3,,,,,,,,n238_5C3t_1,2839,,gutim,238,
238,1319.6825,0.2159,144,22,4,2840,,Bb0,,,,,,,,n238_5Bb0s_1,2840,,gutim,238,
238,1319.9097,0.2159,144,38,3,2841,,D2,,,,,,,,n238_5D2s,2841,,gutim,238,
238,1320.137,0.2727,144,82,17,2842,,Bb5,,,,,,,,n238_1Bb5s_0,2842,,gutim,238,
238,1320.137,0.5455,144,30,2,2842,,F#1,,,,,,,,n238_5Fs1e,2842,,gutim,238,
238,1320.4779,2.1818,144,65,18,2843,,F4,,,,,,,,n238_1F4s,2843,,gutim,238,
238,1320.4779,2.1818,144,82,18,2843,,Bb5,,,,,,,,n238_1Bb5s_1,2843,,gutim,238,
238,1320.7438,0.06,144,81,18,2844,,A5,g,,,,,,,ng238_2A5e,2844,,gutim,238,
238,1320.8188,1.9091,144,55,20,2845,,G3,,,,,,,,n238_1G3q,2845,,gutim,238,
238,1320.8188,1.9091,144,81,20,2845,,A5,,,,,,,,n238_2A5t,2845,,gutim,238,
238,1320.9893,1.7727,144,77,20,2846,,F5,,,,,,,,n238_2F5e,2846,,gutim,238,
238,1321.2237,0.1299,144,36,5,2847,,C2,,,,,,,,n238_5C2t_0,2847,,gutim,238,
238,1321.3604,0.1299,144,52,5,2848,,E3,,,,,,,,n238_5E3t_0,2848,,gutim,238,
238,1321.4971,0.086,144,58,5,2849,,Bb3,,,,,,,,n238_5Bb3t_0,2849,,gutim,238,
238,1321.5877,0.086,144,52,5,2850,,E3,,,,,,,,n238_5E3t_1,2850,,gutim,238,
238,1321.6782,0.086,144,58,5,2851,,Bb3,,,,,,,,n238_5Bb3t_1,2851,,gutim,238,
238,1321.7688,0.1299,144,36,5,2852,,C2,,,,,,,,n238_5C2t_1,2852,,gutim,238,
238,1321.9055,0.1299,144,58,6,2853,,Bb3,,,,,,,,n238_5Bb3t_2,2853,,gutim,238,
238,1322.0422,0.1333,144,32,6,2854,,Ab1,,,,,,,,n238_5Ab1t,2854,,gutim,238,
,,,,,,,,,,,,,,,,,,239,,,
239,1322.1825,0.1299,144,41,7,2855,,F2,,,,,,,,n239_5F2t_0,2855,,gutim,239,
239,1322.3156,0.086,144,52,7,2856,,E3,,,,,,,,n239_5E3t_0,2856,,gutim,239,
239,1322.4062,0.086,144,32,8,2857,,Ab1,,,,,,,,n239_5Ab1t_0,2857,,gutim,239,
239,1322.4967,0.2159,144,41,8,2858,,F2,,,,,,,,n239_5F2t_1,2858,,gutim,239,
239,1322.724,0.0351,144,32,20,2859,,Ab1,,,,,,,,n239_5Ab1t_1,2859,,gutim,239,
239,1322.724,0.1122,144,36,20,2859,,C2,,,,,,,,n239_5C2t_0,2859,,gutim,239,
239,1322.724,0.1122,144,41,20,2859,,F2,,,,,,,,n239_5F2t_3,2859,,gutim,239,
239,1322.724,0.1122,144,52,20,2859,,E3,,,,,,,,n239_5E3t_1,2859,,gutim,239,
239,1322.724,0.1122,144,58,20,2859,,Bb3,,,,,,,,n239_5Bb3t_0,2859,,gutim,239,
239,1322.8643,0.108,144,30,5,2860,,F#1,,,,,,,,n239_6Fs1t,2860,,gutim,239,
239,1322.9779,0.108,144,36,5,2861,,C2,,,,,,,,n239_6C2t_0,2861,,gutim,239,
239,1323.0916,0.108,144,35,11,2862,,B1,,,,,,,,n239_6B1t_0,2862,,gutim,239,
239,1323.2052,0.108,144,36,11,2863,,C2,,,,,,,,n239_6C2t_1,2863,,gutim,239,
239,1323.3188,0.108,144,35,11,2864,,B1,,,,,,,,n239_6B1t_1,2864,,gutim,239,
239,1323.3961,0.0712,144,70,11,2865,,Bb4,g,,,,,,,ng239_1Bb4e,2865,,gutim,239,
239,1323.4325,2.6989,144,22,11,2866,,Bb0,,,,,,,,n239_6Bb0t,2866,,gutim,239,
239,1323.4711,0.0712,144,65,11,2867,,F4,g,,,,,,,ng239_1F4e,2867,,gutim,239,
239,1323.5461,0.1434,144,35,11,2868,,B1,,,,,,,,n239_5B1t,2868,,gutim,239,
239,1323.6953,0.1434,144,50,11,2869,,D3,,,,,,,,n239_5D3t,2869,,gutim,239,
239,1323.8462,0.1434,144,54,12,2870,,F#3,,,,,,,,n239_5Fs3t,2870,,gutim,239,
239,1323.9971,0.086,144,35,14,2871,,B1,,,,,,,,n239_5B1x,2871,,gutim,239,
239,1324.0877,0.086,144,50,15,2872,,D3,,,,,,,,n239_5D3x,2872,,gutim,239,
239,1324.1782,0.086,144,53,16,2873,,F3,,,,,,,,n239_5F3x_0,2873,,gutim,239,
239,1324.2688,0.086,144,54,16,2874,,Gb3,,,,,,,,n239_5Gb3x,2874,,gutim,239,
239,1324.3593,0.086,144,53,17,2875,,F3,,,,,,,,n239_5F3x_1,2875,,gutim,239,
239,1324.4499,0.1434,144,58,20,2876,,Bb3,,,,,,,,n239_5Bb3t_1,2876,,gutim,239,
239,1324.5499,0.0712,144,65,20,2877,,F4,g,,,,,,,ng239_5F4e,2877,,gutim,239,
239,1324.5688,0.1619,144,86,20,2878,,D6,,,,,,,,n239_1D6t,2878,,gutim,239,
239,1324.6249,0.0961,144,53,20,2879,,F3,,,,,,,,n239_5F3t_0,2879,,gutim,239,
239,1324.6249,0.0961,144,61,20,2879,,Db4,,,,,,,,n239_5Db4t,2879,,gutim,239,
239,1324.7261,0.0961,144,58,14,2880,,Bb3,,,,,,,,n239_5Bb3t_2,2880,,gutim,239,
239,1324.7634,0.081,144,81,11,2881,,A5,,,,,,,,n239_1A5x,2881,,gutim,239,
239,1324.8273,0.0961,144,53,8,2882,,F3,,,,,,,,n239_5F3t_1,2882,,gutim,239,
239,1324.8486,0.081,144,49,4,2883,,C#3,,,,,,,,n239_1Cs3x,2883,,gutim,239,
239,1324.9285,0.108,144,70,8,2884,,Bb4,,,,,,,,n239_5Bb4t_0,2884,,gutim,239,
239,1324.9285,0.108,144,82,8,2884,,Bb5,,,,,,,,n239_5Bb5t,2884,,gutim,239,
239,1324.9338,0.1619,144,67,15,2885,,G4,,,,,,,,n239_1G4t,2885,,gutim,239,
239,1325.0421,0.108,144,41,8,2886,,F2,,,,,,,,n239_5F2t_4,2886,,gutim,239,
239,1325.1043,1.1335,144,77,20,2887,,F5,,,,,,,,n239_1F5e,2887,,gutim,239,
239,1325.1558,0.108,144,36,7,2888,,C2,,,,,,,,n239_5C2t_1,2888,,gutim,239,
239,1325.2694,0.108,144,70,6,2889,,Bb4,,,,,,,,n239_5Bb4t_1,2889,,gutim,239,
239,1325.383,0.108,144,41,6,2890,,F2,,,,,,,,n239_5F2t_5,2890,,gutim,239,
239,1325.4967,0.113,144,36,5,2891,,C2,,,,,,,,n239_5C2t_2,2891,,gutim,239,
239,1325.6156,0.1619,144,58,4,2892,,Bb3,,,,,,,,n239_5Bb3t_3,2892,,gutim,239,
239,1325.7861,0.1619,144,41,3,2893,,F2,,,,,,,,n239_5F2t_6,2893,,gutim,239,
239,1325.9565,0.3239,144,36,2,2894,,C2,,,,,,,,n239_5C2s,2894,,gutim,239,
,,,,,,,,,,,,,,,,,,240,,,
240,1330.1634,0.0712,144,64,5,2895,,E4,g,,,,,,,ng240_6E4e,2895,,gutim,240,
240,1330.2384,0.0712,144,58,14,2896,,Bb3,g,,,,,,,ng240_6Bb3e,2896,,gutim,240,
240,1330.3134,0.0712,144,50,14,2897,,D3,g,,,,,,,ng240_6D3e,2897,,gutim,240,
240,1330.3134,0.0712,144,52,14,2897,,E3,g,,,,,,,ng240_6E3e,2897,,gutim,240,
,,,,,,,7169,,,,,,,,,,,,gutim,,
240,1330.3884,2.1818,144,61,11,2898,,C#4,,,,,,,,n240_1Cs4h,2898,,gutim,240,
240,1330.3884,2.1818,144,66,8,2898,,F#4,,,,,,,,n240_1Fs4h,2898,,gutim,240,
240,1330.3884,2.5909,144,24,14,2898,,C1,,,,,,,,n240_6C1h,2898,,gutim,240,
240,1330.3884,2.5909,144,25,14,2898,,Db1,,,,,,,,n240_6Db1h,2898,,gutim,240,
240,1330.3884,2.5909,144,28,14,2898,,E1,,,,,,,,n240_6E1h,2898,,gutim,240,
240,1330.9317,0.6548,144,39,5,2899,,Eb2,,,,,,,,n240_5Eb2e,2899,,gutim,240,
240,1331.7502,0.108,144,32,5,2900,,Ab1,,,,,,,,n240_5Ab1t_0,2900,,gutim,240,
240,1331.8639,0.108,144,41,6,2901,,F2,,,,,,,,n240_5F2t_0,2901,,gutim,240,
240,1331.9775,0.108,144,30,7,2902,,Gb1,,,,,,,,n240_5Gb1t_0,2902,,gutim,240,
240,1332.0911,0.108,144,32,7,2903,,Ab1,,,,,,,,n240_5Ab1t_1,2903,,gutim,240,
240,1332.2048,0.108,144,41,8,2904,,F2,,,,,,,,n240_5F2t_1,2904,,gutim,240,
240,1332.3184,0.108,144,30,9,2905,,Gb1,,,,,,,,n240_5Gb1t_1,2905,,gutim,240,
240,1332.432,0.0928,144,53,10,2906,,F3,,,,,,,,n240_5F3x_0,2906,,gutim,240,
240,1332.5297,0.1855,144,64,11,2907,,E4,,,,,,,,n240_5E4t,2907,,gutim,240,
240,1332.725,0.0928,144,53,12,2908,,F3,,,,,,,,n240_5F3x_1,2908,,gutim,240,
240,1332.8227,0.0928,144,64,13,2909,,E4,,,,,,,,n240_5E4x,2909,,gutim,240,
240,1332.9203,0.0928,144,53,13,2910,,F3,,,,,,,,n240_5F3x_2,2910,,gutim,240,
240,1333.018,0.0928,144,42,14,2911,,Gb2,,,,,,,,n240_5Gb2x,2911,,gutim,240,
,,,,,,,,,,,,,,,,,,241,,,
241,1333.1156,1.0909,144,61,8,2912,,C#4,,,,,,,,n241_1Cs4q,2912,,gutim,241,
241,1333.1156,1.2955,144,28,22,2912,,E1,,,,,,,,n241_5E1q,2912,,gutim,241,
241,1333.1156,1.0909,144,25,8,2912,,Db1,,,,,,,,n241_6Db1q,2912,,gutim,241,
241,1333.1156,1.0909,144,36,14,2912,,C2,,,,,,,,n241_6C2q,2912,,gutim,241,
241,1333.6607,0.1094,144,50,7,2913,,D3,,,,,,,,n241_2D3t,2913,,gutim,241,
241,1333.7975,0.1094,144,78,7,2914,,F#5,,,,,,,,n241_2Fs5t,2914,,gutim,241,
241,1333.9342,0.1094,144,76,7,2915,,E5,,,,,,,,n241_2E5t,2915,,gutim,241,
241,1334.0709,0.1094,144,39,7,2916,,Eb2,,,,,,,,n241_2Eb2t,2916,,gutim,241,
241,1334.2076,0.2173,144,58,7,2917,,Bb3,,,,,,,,n241_2Bb3s,2917,,gutim,241,
241,1334.4793,0.1094,144,78,6,2918,,F#5,,,,,,,,n241_1Fs5t_0,2918,,gutim,241,
241,1334.4793,1.2955,144,44,6,2918,,Ab2,,,,,,,,n241_5Ab2q,2918,,gutim,241,
241,1334.6124,0.1094,144,64,6,2919,,E4,,,,,,,,n241_1E4t_0,2919,,gutim,241,
241,1334.7492,0.1094,144,50,6,2920,,D3,,,,,,,,n241_1D3t,2920,,gutim,241,
241,1334.8859,0.1094,144,78,6,2921,,F#5,,,,,,,,n241_1Fs5t_1,2921,,gutim,241,
241,1335.0226,0.1094,144,64,6,2922,,E4,,,,,,,,n241_1E4t_1,2922,,gutim,241,
241,1335.1593,0.2188,144,39,6,2923,,Eb2,,,,,,,,n241_1Eb2s,2923,,gutim,241,
241,1335.4328,0.1094,144,58,5,2924,,Bb3,,,,,,,,n241_1Bb3t,2924,,gutim,241,
241,1335.5695,0.1094,144,64,5,2925,,E4,,,,,,,,n241_1E4t_2,2925,,gutim,241,
241,1335.7062,0.1094,144,27,5,2926,,Eb1,,,,,,,,n241_1Eb1t,2926,,gutim,241,
241,1335.7679,0.06,144,28,24,2927,,E1,g,,,,,,,ng241_5E1e,2927,,gutim,241,
241,1335.8429,0.2188,144,64,17,2928,,E4,,,,,,,,n241_2E4s,2928,,gutim,241,
241,1335.8429,3.2727,144,48,24,2928,,C3,,,,,,,,n241_5C3h,2928,,gutim,241,
241,1336.1163,0.2188,144,41,20,2929,,F2,,,,,,,,n241_2F2s,2929,,gutim,241,
241,1336.1838,0.1091,144,24,22,2930,,C1,,,,,,,,n241_6C1s,2930,,gutim,241,
241,1336.1838,0.2727,144,30,22,2930,,Gb1,,,,,,,,n241_6Gb1s,2930,,gutim,241,
241,1336.1838,0.2727,144,32,22,2930,,Ab1,,,,,,,,n241_6Ab1s,2930,,gutim,241,
241,1336.1838,0.2727,144,53,22,2930,,F3,,,,,,,,n241_6F3s,2930,,gutim,241,
241,1336.1838,0.2727,144,64,22,2930,,E4,,,,,,,,n241_6E4s,2930,,gutim,241,
241,1336.2975,0.3636,144,50,8,2931,,D3,,,,,,,,n241_1D3e,2931,,gutim,241,
241,1336.3862,0.6562,144,36,22,2932,,C2,,,,,,,,n241_2C2e,2932,,gutim,241,
241,1336.752,0.3636,144,91,20,2933,,G6,,,,,,,,n241_1G6e,2933,,gutim,241,
241,1337.2065,0.108,144,82,20,2934,,Bb5,,,,,,,,n241_1Bb5t,2934,,gutim,241,
241,1337.2065,2.1818,144,70,8,2934,,Bb4,,,,,,,,n241_2Bb4q,2934,,gutim,241,
241,1337.3202,0.108,144,42,19,2935,,F#2,,,,,,,,n241_1Fs2t,2935,,gutim,241,
241,1337.4338,0.108,144,62,18,2936,,D4,,,,,,,,n241_1D4t_0,2936,,gutim,241,
241,1337.5475,0.108,144,68,16,2937,,Ab4,,,,,,,,n241_1Ab4t_0,2937,,gutim,241,
241,1337.6611,0.108,144,62,15,2938,,D4,,,,,,,,n241_1D4t_1,2938,,gutim,241,
241,1337.7747,0.108,144,68,14,2939,,Ab4,,,,,,,,n241_1Ab4t_1,2939,,gutim,241,
241,1337.8884,0.108,144,62,13,2940,,D4,,,,,,,,n241_1D4t_2,2940,,gutim,241,
241,1338.002,0.108,144,68,12,2941,,Ab4,,,,,,,,n241_1Ab4t_2,2941,,gutim,241,
241,1338.1156,0.108,144,91,10,2942,,G6,,,,,,,,n241_1G6t,2942,,gutim,241,
241,1338.2293,0.108,144,68,9,2943,,Ab4,,,,,,,,n241_1Ab4t_3,2943,,gutim,241,
241,1338.3429,0.2159,144,91,8,2944,,G6,,,,,,,,n241_1G6s,2944,,gutim,241,
,,,,,,,,,,,,,,,,,,242,,,
242,1340.6965,0.06,144,30,16,2945,,F#1,g,,,,,,,ng242_5Fs1e,2945,,gutim,242,
242,1340.7559,0.2188,144,44,14,2946,,G#2,,,,,,,,n242_6Gs2s,2946,,gutim,242,
242,1340.7715,0.06,144,70,14,2947,,A#4,g,,,,,,,ng242_5As4e,2947,,gutim,242,
242,1340.8465,0.3636,144,50,14,2948,,D3,,,,,,,,n242_5D3e,2948,,gutim,242,
242,1340.9465,0.06,144,64,14,2949,,E4,g,,,,,,,ng242_5E4e,2949,,gutim,242,
242,1341.0215,0.06,144,36,14,2950,,C2,g,,,,,,,ng242_5C2e,2950,,gutim,242,
242,1341.024,0.2216,144,42,14,2951,,F#2,,,,,,,,n242_6Fs2s,2951,,gutim,242,
242,1341.0965,0.06,144,53,14,2952,,F3,g,,,,,,,ng242_5F3e,2952,,gutim,242,
242,1341.1475,0.06,144,50,14,2953,,D3,g,,,,,,,ng242_1D3e,2953,,gutim,242,
242,1341.1715,0.06,144,34,14,2954,,A#1,g,,,,,,,ng242_5As1e,2954,,gutim,242,
242,1341.1715,0.06,144,42,14,2954,,F#2,g,,,,,,,ng242_5Fs2e,2954,,gutim,242,
242,1341.2225,0.06,144,76,14,2955,,E5,g,,,,,,,ng242_1E5e,2955,,gutim,242,
242,1341.2465,0.06,144,44,14,2956,,G#2,g,,,,,,,ng242_5Gs2e,2956,,gutim,242,
242,1341.2465,0.06,144,48,14,2956,,C3,g,,,,,,,ng242_5C3e,2956,,gutim,242,
242,1341.2975,1.7457,144,70,14,2957,,Bb4,,,,,,,,n242_1Bb4e_0,2957,,gutim,242,
242,1341.2975,1.7457,144,76,14,2957,,E5,,,,,,,,n242_1E5e_0,2957,,gutim,242,
242,1341.2975,1.7457,144,62,14,2957,,D4,,,,,,,,n242_2D4q,2957,,gutim,242,
242,1341.499,1.7457,144,35,14,2958,,B1,,,,,,,,n242_5B1q,2958,,gutim,242,
242,1341.499,1.7457,144,42,14,2958,,F#2,,,,,,,,n242_5Fs2q,2958,,gutim,242,
242,1342.3105,1.0909,144,77,14,2959,,F5,,,,,,,,n242_1F5e_0,2959,,gutim,242,
242,1342.7806,0.06,144,75,14,2960,,D#5,g,,,,,,,ng242_1Ds5e,2960,,gutim,242,
242,1342.8627,0.6548,144,71,14,2961,,B4,,,,,,,,n242_6B4e,2961,,gutim,242,
242,1343.6776,2.1847,144,70,14,2962,,Bb4,,,,,,,,n242_1Bb4e_3,2962,,gutim,242,
242,1343.6776,2.1847,144,77,14,2962,,F5,,,,,,,,n242_1F5e_2,2962,,gutim,242,
242,1343.6776,2.1847,144,62,14,2962,,D4,,,,,,,,n242_2D4e_1,2962,,gutim,242,
242,1343.6812,0.4389,144,35,14,2962,,B1,,,,,,,,n242_5B1e_1,2962,,gutim,242,
242,1343.6812,0.4389,144,42,14,2962,,F#2,,,,,,,,n242_5Fs2e_1,2962,,gutim,242,
242,1343.6812,0.1094,144,77,14,2962,,F5,,,,,,,,n242_6F5t,2962,,gutim,242,
242,1343.8179,0.054,144,33,14,2963,,A1,,,,,,,,n242_6A1x,2963,,gutim,242,
242,1343.8854,0.1094,144,31,14,2964,,G1,,,,,,,,n242_6G1t_0,2964,,gutim,242,
242,1344.0221,0.054,144,77,14,2965,,F5,,,,,,,,n242_6F5x,2965,,gutim,242,
242,1344.0896,0.1122,144,31,14,2966,,G1,,,,,,,,n242_6G1t_1,2966,,gutim,242,
,,,,,,,,,,,,,,,,,,243,,,
243,1344.2263,1.7457,144,35,14,2967,,B1,,,,,,,,n243_5B1q,2967,,gutim,243,
243,1344.2263,1.7457,144,42,14,2967,,F#2,,,,,,,,n243_5Fs2q,2967,,gutim,243,
243,1344.2263,1.3097,144,31,14,2967,,G1,,,,,,,,n243_6G1q,2967,,gutim,243,
243,1345.8634,0.4361,144,53,14,2968,,F3,,,,,,,,n243_6F3e,2968,,gutim,243,
243,1346.4049,0.4389,144,70,14,2969,,Bb4,,,,,,,,n243_1Bb4e_1,2969,,gutim,243,
243,1346.4049,0.4389,144,77,14,2969,,F5,,,,,,,,n243_1F5e_1,2969,,gutim,243,
243,1346.4085,0.4361,144,35,14,2970,,B1,,,,,,,,n243_5B1e_1,2970,,gutim,243,
243,1346.4085,0.4361,144,42,14,2970,,F#2,,,,,,,,n243_5Fs2e_1,2970,,gutim,243,
243,1346.9536,1.2955,144,90,14,2971,,Gb6,,,,,,,,n243_1Gb6q,2971,,gutim,243,
243,1347.3619,0.3267,144,62,14,2972,,D4,,,,,,,,n243_5D4s,2972,,gutim,243,
243,1347.7703,0.0641,144,42,14,2973,,F#2,,,,,,,,n243_5Fs2x_0,2973,,gutim,243,
243,1347.8378,0.1299,144,47,14,2974,,B2,,,,,,,,n243_5B2t_0,2974,,gutim,243,
243,1347.9745,0.0641,144,42,14,2975,,F#2,,,,,,,,n243_5Fs2x_1,2975,,gutim,243,
243,1348.042,0.1299,144,47,14,2976,,B2,,,,,,,,n243_5B2t_1,2976,,gutim,243,
243,1348.1787,0.0641,144,42,14,2977,,F#2,,,,,,,,n243_5Fs2x_2,2977,,gutim,243,
243,1348.2462,0.0641,144,47,14,2978,,B2,,,,,,,,n243_5B2x,2978,,gutim,243,
243,1348.3172,1.2955,144,65,14,2979,,F4,,,,,,,,n243_1F4q,2979,,gutim,243,
243,1348.5871,0.0641,144,42,14,2980,,F#2,,,,,,,,n243_5Fs2x_3,2980,,gutim,243,
243,1348.6546,0.1299,144,47,14,2981,,B2,,,,,,,,n243_5B2t_2,2981,,gutim,243,
243,1348.7913,0.0641,144,42,14,2982,,F#2,,,,,,,,n243_5Fs2x_4,2982,,gutim,243,
243,1348.8588,0.2598,144,47,14,2983,,B2,,,,,,,,n243_5B2s_0,2983,,gutim,243,
243,1349.1322,0.0641,144,42,14,2984,,F#2,,,,,,,,n243_5Fs2x_5,2984,,gutim,243,
243,1349.1997,0.1299,144,47,14,2985,,B2,,,,,,,,n243_5B2t_3,2985,,gutim,243,
243,1349.3364,0.0641,144,42,14,2986,,F#2,,,,,,,,n243_5Fs2x_6,2986,,gutim,243,
243,1349.4038,0.2665,144,47,14,2987,,B2,,,,,,,,n243_5B2s_1,2987,,gutim,243,
,,,,,,,,,,,,,,,,,,244,,,
244,1349.6773,0.5455,144,32,14,2988,,Ab1,,,,,,,,n244_6Ab1e,2988,,gutim,244,
244,1349.9489,0.0641,144,42,14,2989,,F#2,,,,,,,,n244_5Fs2x_0,2989,,gutim,244,
244,1350.0164,0.1299,144,47,14,2990,,B2,,,,,,,,n244_5B2t_0,2990,,gutim,244,
244,1350.1531,0.0641,144,42,14,2991,,F#2,,,,,,,,n244_5Fs2x_1,2991,,gutim,244,
244,1350.2206,0.1316,144,47,14,2992,,B2,,,,,,,,n244_5B2t_1,2992,,gutim,244,
244,1350.3591,0.0909,144,40,14,2993,,E2,,,,,,,,n244_1E2x,2993,,gutim,244,
244,1350.3591,0.5455,144,36,14,2993,,C2,,,,,,,,n244_5C2e,2993,,gutim,244,
244,1350.4727,0.0909,144,78,14,2994,,Gb5,,,,,,,,n244_1Gb5x_0,2994,,gutim,244,
244,1350.5864,0.0611,144,48,14,2995,,C3,,,,,,,,n244_1C3x_0,2995,,gutim,244,
244,1350.6627,0.0611,144,78,14,2996,,Gb5,,,,,,,,n244_1Gb5x_1,2996,,gutim,244,
244,1350.7391,0.0611,144,44,14,2997,,Ab2,,,,,,,,n244_1Ab2x,2997,,gutim,244,
244,1350.7391,0.0611,144,48,14,2997,,C3,,,,,,,,n244_1C3x_1,2997,,gutim,244,
244,1350.8154,0.0611,144,65,14,2998,,F4,,,,,,,,n244_1F4x,2998,,gutim,244,
244,1350.8154,0.0611,144,78,14,2998,,Gb5,,,,,,,,n244_1Gb5x_2,2998,,gutim,244,
244,1350.8918,0.1193,144,44,14,2999,,Ab2,,,,,,,,n244_1Ab2t,2999,,gutim,244,
,,,,,,,7173,,,,,,,,,,,,gutim,,
,,,,,,,,,,,,,,,,,,245,,,
245,1356.4955,0.1094,144,62,8,3000,,D4,,,,,,,,n245_5D4t_0,3000,,gutim,245,
245,1356.6286,0.1299,144,65,10,3001,,F4,,,,,,,,n245_5F4t_0,3001,,gutim,245,
245,1356.7654,0.1299,144,62,12,3002,,D4,,,,,,,,n245_5D4t_1,3002,,gutim,245,
245,1356.9021,0.2598,144,49,14,3003,,C#3,,,,,,,,n245_5Cs3s,3003,,gutim,245,
245,1357.1755,0.1299,144,45,18,3004,,A2,,,,,,,,n245_5A2t_0,3004,,gutim,245,
245,1357.3122,0.1299,144,80,20,3005,,G#5,,,,,,,,n245_5Gs5t,3005,,gutim,245,
245,1357.4489,0.1299,144,45,22,3006,,A2,,,,,,,,n245_5A2t_1,3006,,gutim,245,
245,1357.5857,0.086,144,65,24,3007,,F4,,,,,,,,n245_5F4t_1,3007,,gutim,245,
245,1357.6762,0.086,144,61,24,3008,,C#4,,,,,,,,n245_5Cs4t,3008,,gutim,245,
245,1357.7668,0.086,144,62,24,3009,,D4,,,,,,,,n245_5D4t_2,3009,,gutim,245,
245,1357.8668,0.0712,144,60,5,3010,,C4,g,,,,,,,ng245_5C4e,3010,,gutim,245,
