  Score Score Score MIDI  MIDI MIDI
  Bar   UUID  Pitch UUID  Ptch Vel.
m   308  6837   G#4  2461  G#4  57
m   308  6839    E2  2466   E2  33
m   308  6838   F#2  2472  F#2  56
m   308  6840   F#5  2474  F#5  66
m   308  6841   G#5  2492  G#5  71
m   308  6842   F#2  2497  F#2  72
m   308  6843    D3  2498   D3  74
m   308  6845   A#5  2514  A#5  74
m   308  6844   G#5  2515  G#5  63
m   308  6847   F#5  2527  F#5  91
m   308  6846    F4  2529   F4  74
m     0    -1        2530   C4  73
m   308  6848    G6  2541   G6  92
m   308  6852   F#5  2569  F#5  70
m   308  6851    F2  2573   F2  58
m   308  6850    C2  2574   C2  36
m   308  6856   F#4  2615  F#4  31
m   308  6855    F2  2616   F2  21
m   308  6853   G#1  2617  G#1  22
m   308  6854    C2  2618   C2  13
m   309  6858    D5  2658   D5  41
m   309  6860   F#2  2662  F#2  26
m   309  6861   A#1  2666  A#1  39
m   309  6862    D5  2672   D5  49
m   309  6864   F#2  2676  F#2  48
m   309  6865    D6  2679   D6  67
m   309  6868   A#1  2690  A#1  50
m   309  6867   F#2  2698  F#2  41
m   309  6868   A#1  2710  A#1  50
m   309  6869    B2  2713   B2  75
m     0    -1        2716  F#2  38
m   309  6870    C3  2721   C3  67
m   309  6871    B2  2727   B2  81
m   309  6872   F#2  2738  F#2  51
m   309  6874    C3  2781   C3  34
m   309  6875    B2  2790   B2  52
m   309  6876    C3  2796   C3  46
m   309  6877    B2  2806   B2  52
m   309  6878    C3  2809   C3  63
m   309  6880    C3  2824   C3  52
m   309  6881   F#1  2843  F#1  30
m   309  6885   F#3  2869  F#3  43
m   309  6882   G#1  2874  G#1  28
m   309  6883    C2  2877   C2  18
m   309  6884    F2  2880   F2  26
m   310  6887    E1  2929   E1  28
m   310  6888   F#1  2931  F#1  26
m   310  6890   F#1  2960  F#1  41
m     0    -1        2974   E6  62
m   310  6891    B1  2976   B1  52
m   310  6892    C2  2983   C2  46
m     0    -1        2984  A#5  64
m   310  6894    B1  2992   B1  61
m   310  6896   F#6  2995  F#6  92
m   310  6897   A#0  3000  A#0  60
m   310  6898   D#1  3026  D#1  71
m   310  6899    D7  3032   D7 106
m   310  6901   F#1  3041  F#1  67
m   310  6902   A#0  3056  A#0  59
m   310  6903   F#1  3074  F#1  41
m   310  6904    C2  3087   C2  56
m   310  6905    B1  3097   B1  54
m   310  6907    C2  3107   C2  40
m   310  6908    B1  3110   B1  44
m   310  6910   F#6  3186  F#6  49
m   310  6914   F#1  3188  F#1   6
m   310  6916    C2  3190   C2  15
m   310  6915    B1  3191   B1  10
m   310  6913    E1  3192   E1   9
m   310  6912   D#1  3194  D#1   5
m   310  6911   A#0  3195  A#0   7
m   310  6922   F#1  3356  F#1   1
m   310  6921    E1  3359   E1   9
m   310  6919   A#0  3360  A#0   1
m   310  6924    C2  3362   C2   8
m   310  6923    B1  3363   B1   5
m   310  6920   D#1  3365  D#1   1
m   311  6931    B1  3545   B1  81
m   311  6932    C2  3546   C2  88
m   311  6927   A#0  3547  A#0  90
m   311  6926   F#6  3548  F#6 120
m   311  6928   D#1  3551  D#1  83
m   311  6930   F#1  3552  F#1  87
m   311  6929    E1  3553   E1  84
m   311  6935    E1  3834   E1  25
m   311  6936    C2  3896   C2  15
m   312  6938    C2  3954   C2  15
m   312  6940   F#2  3964  F#2  13
m   312  6941   G#1  3976  G#1  29
m   312  6942    F2  3985   F2  35
m   312  6943   G#1  3998  G#1  42
m   312  6944   F#2  4008  F#2  41
m   312  6946    F2  4021   F2  43
m   312  6947   G#1  4027  G#1  31
m   312  6948    E1  4050   E1  65
m   312  6949    C2  4051   C2  62
m   312  6951   G#1  4066  G#1  74
m   312  6954    C2  4071   C2  78
m   312  6953    E1  4072   E1  78
m   312  6955   F#3  4086  F#3  90
m   312  6957    E1  4089   E1  84
m   312  6959    C2  4090   C2  84
m   312  6959    C2  4100   C2  71
m   312  6957    E1  4101   E1  42
m   312  6958   G#1  4102  G#1  78
m   312  6961   F#4  4105  F#4  89
m   312  6959    C2  4124   C2  67
m   312  6962    F3  4128   F3  63
m   312  6963   G#1  4145  G#1  48
m   312  6966   F#3  4147  F#3  63
m   312  6965    C2  4149   C2  30
m   312  6964    E1  4153   E1   1
m   312  6970    F2  4169   F2  27
m   312  6968   G#1  4176  G#1  39
m   312  6971   G#2  4204  G#2  90
m   312  6973   G#2  4227  G#2  73
m   312  6972   F#2  4230  F#2  52
m   312  6977    F4  4284   F4  23
m   312  6978   F#4  4285  F#4  21
m   312  6974    E1  4289   E1  13
m   312  6975   G#1  4290  G#1   5
m   312  6976    C2  4293   C2   8
m   312  6980    E5  4411   E5  34
m   312  6981    D4  4417   D4  30
m   312  6982   F#5  4425  F#5  42
m   312  6983   A#4  4434  A#4  43
m   312  6984   F#5  4444  F#5  55
m   312  6985   A#4  4452  A#4  46
m   312  6986   F#6  4460  F#6  77
m   312  6987   A#4  4463  A#4  60
m   312  6988    D4  4470   D4  52
m   312  6989   F#6  4477  F#6  68
m   312  6990   A#4  4487  A#4  60
m   312  6991   D#3  4494  D#3  45
m   312  6994   F#5  4498  F#5  56
m   312  6993   A#4  4502  A#4  37
m   312  6992    D4  4504   D4  29
m   312  6995   D#3  4507  D#3  39
m   313  7001    F4  4563   F4  40
m   313  7002   F#4  4566  F#4  36
m   313  7000    C2  4577   C2   1
m     0    -1        4606   D2  58
m   313  7000    C2  4608   C2  16
m     0    -1        4611   E3  73
m   313  7003    D2  4622   D2  65
m     0    -1        4638   C1  55
m     0    -1        4644  F#1  48
m   313  6999   G#1  4654  G#1  59
m     0    -1        4671   C1  44
m     0    -1        4673  F#1  38
m     0    -1        4677   D5  48
m     0    -1        4694   D6  49
m   313  7006    C1  4638   C1  55
m   313  7007   F#1  4644  F#1  48
m   313  7008   G#1  4654  G#1  59
m   313  7010    C1  4671   C1  44
m   313  7011   F#1  4673  F#1  38
m   313  7009    D5  4677   D5  48
m   313  7013    D6  4694   D6  49
m     0    -1        4697  G#2  39
m   313  7015   A#2  4712  A#2  47
m     0    -1        4720   D5  24
m   313  7016    C5  4721   C5  29
m   313  7017   A#2  4725  A#2  58
m   313  7018   F#3  4726  F#3  51
m   313  7019    C4  4730   C4  63
m   313  7022   F#3  4738  F#3  75
m   313  7021   A#2  4739  A#2  71
m   313  7023    D4  4744   D4  82
m   313  7024    B3  4751   B3  78
m     0    -1        4755  C#4  12
m     0    -1        4756   A1  57
m     0    -1        4758  A#1  21
m     0    -1        4767   A1  67
m   313  7021   A#2  4739  A#2  71
m   313  7023    D4  4744   D4  82
m   313  7024    B3  4751   B3  78
m     0    -1        4773  C#4  60
m   313  7023    D4  4744   D4  82
m   313  7024    B3  4751   B3  78
m   313  7028   C#4  4773  C#4  60
m   313  7031   A#1  4791  A#1  46
m   313  7032   F#2  4794  F#2  23
m     0    -1        4803   E5  65
m     0    -1        4806  G#5  61
m   313  7033    F4  4824   F4  52
m   313  7035    C3  4845   C3  39
m   313  7037    D4  4846   D4  34
m   313  7036   D#3  4850  D#3  41
m   313  7039   F#5  4857  F#5  73
m   313  7038   A#4  4858  A#4  70
m   313  7040   G#3  4861  G#3  27
m   313  7037    D4  4862   D4  49
m   313  7042   F#3  4866  F#3  55
m     0    -1        4874   F3  27
m   313  7043    D5  4918   D5  52
m   313  7045    E6  4922   E6  46
m     0    -1        4932   F6   5
m   313  7046   F#7  4933  F#7  90
m   313  7047   D#4  4956  D#4  55
m   313  7048   A#5  4966  A#5  76
m   313  7049   F#6  4971  F#6  75
m   313  7050   D#4  4996  D#4  52
m   314  7056   F#4  5039  F#4  29
m   314  7055    F4  5041   F4  26
m   314  7053   G#1  5042  G#1   1
m   314  7054    C2  5043   C2   7
m   314  7052    E1  5044   E1  14
m   314  7057   G#6  5171  G#6  55
m   314  7061   F#6  5172  F#6  41
m   314  7059   A#4  5173  A#4  41
m   314  7060    D5  5174   D5  36
m   314  7058   D#4  5175  D#4  24
m   314  7062    C7  5189   C7  60
m   314  7063    E6  5200   E6  60
m   314  7065   F#7  5207  F#7  74
m   314  7064    C7  5208   C7  63
m   314  7067   G#6  5214  G#6  68
m   314  7066    E6  5215   E6  58
m   314  7068    C7  5222   C7  81
m   314  7071   F#7  5230  F#7  81
m   314  7070   G#6  5231  G#6  77
m   314  7072    F5  5247   F5  55
m   314  7076   F#7  5267  F#7  72
m   314  7073    E6  5270   E6  36
m   314  7074   G#6  5271  G#6  61
m   314  7075    C7  5274   C7  58
m   314  7080   F#6  5304  F#6  51
m   314  7079    D5  5307   D5  50
m   314  7077   D#4  5309  D#4  36
m   314  7078   A#4  5311  A#4  31
m   314  7081    E5  5387   E5  43
m   315  7083   F#5  5412  F#5  53
m   315  7084   G#4  5422  G#4  58
m   315  7085    F3  5431   F3  33
m   315  7087    F3  5443   F3  34
m   315  7086    C5  5445   C5  59
m   315  7088    E4  5457   E4  16
m   315  7089    E3  5475   E3  47
m   315  7090    C1  5480   C1  55
m   315  7091    F2  5489   F2  66
m   315  7093   G#1  5493  G#1  69
m   315  7096   G#5  5508  G#5  68
m   315  7097   F#6  5518  F#6  70
m   315  7098    C6  5527   C6  85
m   315  7100   G#1  5529  G#1  22
m   315  7099   F#1  5539  F#1   9
m   316  7102   A#1  5912  A#1  63
m   316  7104    D7  5940   D7 117
m   316  7105   A#1  5945  A#1  54
m   316  7107   C#5  6131  C#5  45
m   316  7109   C#5  6146  C#5  38
m   316  7110   F#2  6147  F#2   8
m   316  7111    F2  6215   F2  44
m   316  7113    C6  6219   C6  77
m   316  7111    F2  6242   F2  55
m   316  7115    E4  6249   E4  86
m   317  7118   F#4  6310  F#4  31
m   317  7119    F3  6317   F3  21
m   317  7120    G2  6372   G2  37
m   317  7122    F3  6390   F3  50
m   317  7121    G2  6391   G2  35
m   317  7123    F3  6431   F3  30
m   317  7125    E4  6439   E4  29
m   317  7124   F#2  6453  F#2  23
m   317  7126    C2  6467   C2  31
m   317  7127    C2  6484   C2  23
m   317  7128   G#2  6487  G#2  13
m   317  7129    F3  6542   F3  30
m   317  7132    E4  6557   E4  46
m   317  7131    F3  6561   F3  24
m   317  7130    E1  6562   E1  29
m   317  7133    C1  6583   C1  24
m   317  7134    E3  6588   E3  32
m   317  7135    F2  6597   F2  52
m   317  7137   G#1  6604  G#1  37
m   317  7138    F2  6613   F2  45
m   317  7139    E3  6614   E3  56
m   317  7140   F#1  6618  F#1  51
m     0    -1        6629   C1  22
m     0    -1        6631  F#1  46
m   317  7137   G#1  6676  G#1  22
m   317  7140   F#1  6678  F#1   3
m     0    -1        6819   D6  39
m     0    -1        6830  F#7  56
m     0    -1        6837   E7  47
m     0    -1        6853   D5  41
m   317  7145   F#1  6631  F#1  46
m   317  7147   G#1  6676  G#1  22
m   317  7146   F#1  6678  F#1   3
m   318  7150    D6  6819   D6  39
m   318  7152   F#7  6830  F#7  56
m   318  7153    E7  6837   E7  47
m   318  7154    D5  6853   D5  41
m   318  7155    E6  6870   E6  60
m   318  7156   A#5  6874  A#5  44
m   318  7157    E6  6881   E6  66
m   318  7158    D4  6884   D4  46
m   318  7159   A#5  6894  A#5  56
m   318  7160   F#6  6898  F#6  81
m   318  7161    E5  6906   E5  64
m   318  7162   A#4  6916  A#4  71
m   318  7165   F#7  6938  F#7 103
m   318  7164    D7  6940   D7  81
m   318  7163   D#3  6941  D#3  34
m   318  7167   F#2  6958  F#2  36
m   318  7166    D7  6961   D7  79
m   318  7168    E1  6991   E1  32
m   318  7169    C2  7000   C2  39
m   318  7170    E1  7006   E1  45
m   318  7171    C2  7015   C2  16
m   318  7172   G#1  7023  G#1  43
m   319  7175   F#7  7292  F#7  55
m   319  7174   G#5  7293  G#5  32
m   319  7178   F#7  7329  F#7  60
m   319  7177   G#6  7331  G#6  47
m   319  7180    C7  7340   C7  57
m   319  7181    E4  7348   E4  46
m   319  7182    C6  7363   C6  61
m   319  7183    F3  7372   F3  51
m   319  7184    E4  7383   E4  53
m   319  7185    F3  7390   F3  60
m   319  7186    E4  7398   E4  78
m   319  7191   F#5  7439  F#5  45
m   319  7193    D4  7442   D4  38
m   319  7190    E5  7445   E5  33
m   319  7192   D#3  7446  D#3  31
m   319  7189   A#4  7447  A#4  24
m   319  7197   F#6  7478  F#6  55
m   319  7196    C6  7481   C6  51
m   319  7195   G#5  7484  G#5  27
m   319  7198    F2  7492   F2  42
m   319  7199    E3  7495   E3  44
m   319  7200    F2  7499   F2  60
m   319  7201    E3  7503   E3  58
m   319  7203    E6  7534   E6  27
m   319  7206    D3  7536   D3  12
m   319  7202   A#5  7538  A#5  12
m   319  7204   F#6  7540  F#6   9
m   319  7205   D#2  7542  D#2  10
m   319  7209    C7  7675   C7  52
m   319  7210   F#7  7676  F#7  49
m   319  7208   G#6  7677  G#6  45
m     0    -1        7679   E2  24
m   319  7211    F1  7684   F1  17
m   319  7210   F#7  7718  F#7  34
m   319  7215    E7  7722   E7  37
m   319  7218    D2  7726   D2   3
m   319  7214   A#6  7727  A#6  35
m   319  7217   D#1  7730  D#1   7
m   319  7216   F#7  7863  F#7  39
m   320  7221    C7  7864   C7  41
m   320  7220   G#6  7867  G#6  37
m   320  7224    E2  7870   E2  15
m   320  7223    F1  7871   F1  16
m   320  7226    E7  7979   E7  40
m   320  7227   F#7  7983  F#7  34
m   320  7225   A#6  7984  A#6  31
m   320  7229    D2  7990   D2  12
m   320  7228   D#1  7991  D#1  10
m   320  7232   F#5  8175  F#5  40
m   320  7230   G#4  8178  G#4  24
m   320  7234    E4  8179   E4  18
m   320  7231    C5  8182   C5  24
m   320  7233    F3  8184   F3  18
m   321  7238   F#5  8476  F#5  46
m   321  7236   A#4  8480  A#4  31
m   321  7237    E5  8481   E5  42
m   321  7240    D4  8485   D4  19
m   321  7239   D#3  8488  D#3  17
m   322  7243   F#2  8872  F#2  29
m   322  7245    C3  8897   C3  95
m   322  7244   F#2  8899  F#2  95
m   322  7248    C3  8939   C3  94
m   322  7247    B2  8940   B2  93
m   322  7246   F#2  8941  F#2  97
m   322  7251    D4  9011   D4  98
m   322  7252   A#0  9016  A#0  81
m   322  7253   F#1  9026  F#1  76
m   322  7255    B1  9037   B1  61
m   322  7257    C2  9047   C2  74
m   322  7258   F#1  9067  F#1  63
m   322  7259    B1  9078   B1  53
m   322  7261    C2  9087   C2  58
m   322  7262    B1  9093   B1  59
m   322  7263    C2  9106   C2  56
m   322  7264    B1  9115   B1  58
m   322  7263    C2  9125   C2  39
m   322  7266    D5  9134   D5  42
m   322  7267   A#0  9146  A#0  39
m   322  7268   F#1  9156  F#1  49
m   322  7269    C2  9163   C2  33
m   322  7270    B1  9168   B1   1
m   322  7271    C2  9171   C2  16
m   322  7270    B1  9176   B1   1
m   322  7272    D6  9185   D6  38
m   323  7274   A#6  9242  A#6 103
m   323  7278   G#2  9328  G#2 109
m   323  7277   F#2  9335  F#2  50
m   323  7276   G#1  9336  G#1  44
m     0    -1        9376  F#6  15
m   323  7279    E6  9391   E6  93
m   323  7280    D4  9396   D4  66
m   323  7281    C3  9411   C3  51
m   323  7282    E3  9412   E3  54
m   323  7284    D2  9414   D2  47
m   323  7283   C#4  9416  C#4  58
m   323  7285   G#1  9424  G#1  56
m   323  7286    C3  9434   C3  69
m   323  7287    E3  9440   E3  59
m   323  7292   C#4  9455  C#4  83
m   323  7290    D2  9456   D2  88
m   323  7289   G#1  9457  G#1  97
m   323  7291    C3  9461   C3  86
m     0    -1        9466  A#3  30
m   323  7295   G#4  9509  G#4  42
m   323  7296    D5  9520   D5  51
m   323  7297   G#4  9526  G#4  65
m   323  7298    D5  9529   D5  67
m   323  7299   G#4  9535  G#4  61
m   323  7300    C6  9540   C6  60
m   323  7301    E6  9544   E6  59
m     0    -1        9550   D4  67
m   323  7303   C#6  9557  C#6  52
m   323  7304    C5  9564   C5  63
m     0    -1        9576   D3  65
m   323  7306   C#6  9583  C#6  43
m   323  7308   G#2  9585  G#2  67
m   323  7310    C5  9598   C5  57
m   323  7313   G#2  9600  G#2  82
m   323  7314    D3  9601   D3  81
m   323  7317   C#6  9611  C#6  81
m   323  7315    C5  9613   C5  82
m   323  7316    E5  9614   E5  78
m     0    -1        9619  G#5  34
m   323  7318   C#5  9652  C#5  49
m   324  7322   G#1  9654  G#1  39
m   324  7321    E5  9659   E5  41
m   324  7320   F#4  9660  F#4  37
m   324  7326   A#6  9689  A#6  86
m   324  7324   F#4  9691  F#4  56
m   324  7325    E5  9692   E5  41
m   324  7329    E5  9710   E5  55
m   324  7328   F#4  9713  F#4  33
m   324  7327    D4  9714   D4  38
m   324  7331    F3  9740   F3  38
m   324  7332    G1  9741   G1  55
m   324  7333    A1  9753   A1  32
m   324  7334    G1  9757   G1  60
m   324  7335    A1  9764   A1   3
m   324  7337    F3  9782   F3  57
m   324  7338    G1  9805   G1  39
m   324  7339    F3  9807   F3  29
m   324  7340    E6  9876   E6  54
m   324  7342    E6  9882   E6  59
m   324  7341    D4  9883   D4  53
m   324  7343   F#6  9887  F#6  93
m   324  7344   D#3  9909  D#3  33
m   324  7345   A#4  9913  A#4  46
m   324  7348    E5  9927   E5  39
m   324  7347   F#4  9929  F#4  34
m   324  7346    D4  9932   D4  41
m   324  7353   A#6 10014  A#6  96
m   324  7352    E5 10017   E5  44
m   324  7351   F#4 10019  F#4  36
m   324  7350    D4 10022   D4  18
