UID,trk,dtick,atick,amicro,type,ch,D0,D1,sci_pitch
    0,  0,         0,         0,         0,tempo,120,bpm,,    
    1,  0,         0,         0,         0, ctl,  0, 64,  2,    
    2,  0,         3,         3,      7812, ctl,  0, 64,  3,    
    3,  0,        27,        30,     78124, ctl,  0, 64,  4,    
    4,  0,        12,        42,    109374, ctl,  0, 64,  5,    
    5,  0,        27,        69,    179686, ctl,  0, 64,  6,    
    6,  0,         3,        72,    187498, ctl,  0, 64,  5,    
    7,  0,        70,       142,    369789, ctl,  0, 64,  6,    
    8,  0,        15,       157,    408851, ctl,  0, 64,  5,    
    9,  0,        35,       192,    499996, ctl,  0, 64,  6,    
   10,  0,         7,       199,    518225, ctl,  0, 64,  5,    
   11,  0,        77,       276,    718745, ctl,  0, 64,  6,    
   12,  0,        23,       299,    778640, ctl,  0, 64,  5,    
   13,  0,        32,       331,    861973, non,  0, 81, 39,  A5
   14,  0,         5,       336,    874993, non,  0, 75, 27, D#5
   15,  0,         1,       337,    877597, non,  0, 68, 35, G#4
   16,  0,        21,       358,    932284, nof,  0, 68,  0,    
   17,  0,       141,       499,   1299471, ctl,  0, 64,  6,    
   18,  0,        19,       518,   1348950, ctl,  0, 64,  5,    
   19,  0,        25,       543,   1414054, non,  0, 50, 66,  D3
   20,  0,        18,       561,   1460929, nof,  0, 50,  0,    
   21,  0,        18,       579,   1507804, ctl,  0, 64,  6,    
   22,  0,         4,       583,   1518220, ctl,  0, 64,  5,    
   23,  0,        89,       672,   1749990, ctl,  0, 64,  6,    
   24,  0,        15,       687,   1789052, ctl,  0, 64,  5,    
   25,  0,         4,       691,   1799468, ctl,  0, 64,  6,    
   26,  0,         4,       695,   1809884, ctl,  0, 64,  5,    
   27,  0,        11,       706,   1838529, ctl,  0, 64,  6,    
   28,  0,         4,       710,   1848945, ctl,  0, 64,  5,    
   29,  0,        21,       731,   1903632, non,  0, 78, 78, F#5
   30,  0,        21,       752,   1958319, ctl,  0, 64,  6,    
   31,  0,         4,       756,   1968735, ctl,  0, 64,  9,    
   32,  0,         2,       758,   1973943, non,  0, 33, 91,  A1
   33,  0,         2,       760,   1979151, ctl,  0, 64, 16,    
   34,  0,         4,       764,   1989567, ctl,  0, 64, 25,    
   35,  0,         4,       768,   1999983, ctl,  0, 64, 37,    
   36,  0,         3,       771,   2007795, ctl,  0, 64, 54,    
   37,  0,         4,       775,   2018211, ctl,  0, 64, 74,    
   38,  0,         4,       779,   2028627, ctl,  0, 64, 91,    
   39,  0,         4,       783,   2039043, ctl,  0, 64,106,    
   40,  0,         4,       787,   2049459, ctl,  0, 64,118,    
   41,  0,         1,       788,   2052063, nof,  0, 33,  0,    
   42,  0,         3,       791,   2059875, ctl,  0, 64,127,    
   43,  0,         2,       793,   2065083, non,  0, 67, 84,  G4
   44,  0,        16,       809,   2106749, nof,  0, 67,  0,    
   45,  0,        17,       826,   2151019, nof,  0, 75,  0,    
   46,  0,        29,       855,   2226539, non,  0, 62, 62,  D4
   47,  0,        13,       868,   2260393, nof,  0, 62,  0,    
   48,  0,       146,      1014,   2640601, non,  0, 33, 61,  A1
   49,  0,        14,      1028,   2677059, nof,  0, 33,  0,    
   50,  0,         4,      1032,   2687475, ctl,  0, 64,125,    
   51,  0,         4,      1036,   2697891, ctl,  0, 64,124,    
   52,  0,        12,      1048,   2729141, ctl,  0, 64,125,    
   53,  0,         1,      1049,   2731745, non,  0, 67, 58,  G4
   54,  0,         1,      1050,   2734349, nof,  0, 81,  0,    
   55,  0,         6,      1056,   2749974, ctl,  0, 64,127,    
   56,  0,        11,      1067,   2778619, ctl,  0, 64,125,    
   57,  0,         4,      1071,   2789035, ctl,  0, 64,127,    
   58,  0,         3,      1074,   2796847, nof,  0, 67,  0,    
   59,  0,         1,      1075,   2799451, ctl,  0, 64,125,    
   60,  0,         7,      1082,   2817680, ctl,  0, 64,124,    
   61,  0,        10,      1092,   2843721, nof,  0, 78,  0,    
   62,  0,         2,      1094,   2848929, ctl,  0, 64,123,    
   63,  0,         8,      1102,   2869762, ctl,  0, 64,122,    
   64,  0,         7,      1109,   2887991, ctl,  0, 64,121,    
   65,  0,         4,      1113,   2898407, ctl,  0, 64,120,    
   66,  0,         3,      1116,   2906219, nof,  0, 33,  0,    
   67,  0,         1,      1117,   2908823, ctl,  0, 64,118,    
