UID,trk,dtick,atick,amicro,type,ch,D0,D1,sci_pitch
    0,  0,         0,         0,         0,tempo,120,bpm,,    
    1,  0,         0,         0,         0, ctl,  0, 64,  6,    
    2,  0,        19,        19,     49479, ctl,  0, 64,  5,    
    3,  0,         7,        26,     67708, ctl,  0, 64,  6,    
    4,  0,        62,        88,    229166, ctl,  0, 64,  5,    
    5,  0,        19,       107,    278645, ctl,  0, 64,  6,    
    6,  0,        19,       126,    328124, ctl,  0, 64,  5,    
    7,  0,        19,       145,    377603, ctl,  0, 64,  6,    
    8,  0,        12,       157,    408853, ctl,  0, 64,  5,    
    9,  0,        19,       176,    458332, ctl,  0, 64,  6,    
   10,  0,        35,       211,    549477, ctl,  0, 64,  5,    
   11,  0,        69,       280,    729164, ctl,  0, 64,  6,    
   12,  0,        11,       291,    757809, ctl,  0, 64,  5,    
   13,  0,        20,       311,    809892, ctl,  0, 64,  6,    
   14,  0,         7,       318,    828121, ctl,  0, 64,  5,    
   15,  0,        19,       337,    877600, ctl,  0, 64,  6,    
   16,  0,         8,       345,    898433, ctl,  0, 64,  5,    
   17,  0,        19,       364,    947912, ctl,  0, 64,  6,    
   18,  0,        58,       422,   1098953, ctl,  0, 64,  5,    
   19,  0,        19,       441,   1148432, ctl,  0, 64,  6,    
   20,  0,        12,       453,   1179682, ctl,  0, 64,  5,    
   21,  0,        19,       472,   1229161, ctl,  0, 64,  6,    
   22,  0,        42,       514,   1338536, ctl,  0, 64,  5,    
   23,  0,        19,       533,   1388015, ctl,  0, 64,  6,    
   24,  0,        35,       568,   1479160, ctl,  0, 64,  5,    
   25,  0,        34,       602,   1567701, ctl,  0, 64,  6,    
   26,  0,        16,       618,   1609367, ctl,  0, 64,  5,    
   27,  0,        19,       637,   1658846, ctl,  0, 64,  6,    
   28,  0,        73,       710,   1848950, ctl,  0, 64,  5,    
   29,  0,        11,       721,   1877595, ctl,  0, 64,  6,    
   30,  0,        23,       744,   1937490, ctl,  0, 64,  5,    
   31,  0,        20,       764,   1989573, ctl,  0, 64,  6,    
   32,  0,       119,       883,   2299468, ctl,  0, 64,  5,    
   33,  0,        50,       933,   2429676, ctl,  0, 64,  6,    
   34,  0,        23,       956,   2489571, ctl,  0, 64,  5,    
   35,  0,        30,       986,   2567696, ctl,  0, 64,  6,    
   36,  0,         4,       990,   2578112, ctl,  0, 64,  5,    
   37,  0,        19,      1009,   2627591, ctl,  0, 64,  6,    
   38,  0,        27,      1036,   2697903, ctl,  0, 64,  5,    
   39,  0,        69,      1105,   2877590, ctl,  0, 64,  6,    
   40,  0,        27,      1132,   2947902, ctl,  0, 64,  5,    
   41,  0,         1,      1133,   2950506, ctl,  0, 67, 11,    
   42,  0,         3,      1136,   2958318, ctl,  0, 67, 10,    
   43,  0,        15,      1151,   2997380, ctl,  0, 64,  6,    
   44,  0,        39,      1190,   3098942, ctl,  0, 64,  5,    
   45,  0,        19,      1209,   3148421, ctl,  0, 64,  6,    
   46,  0,         4,      1213,   3158837, ctl,  0, 64,  5,    
   47,  0,        19,      1232,   3208316, ctl,  0, 64,  6,    
   48,  0,       112,      1344,   3499982, ctl,  0, 64,  5,    
   49,  0,        19,      1363,   3549461, ctl,  0, 64,  6,    
   50,  0,        23,      1386,   3609356, ctl,  0, 64,  5,    
   51,  0,        19,      1405,   3658835, ctl,  0, 64,  6,    
   52,  0,        12,      1417,   3690085, ctl,  0, 64,  5,    
   53,  0,        26,      1443,   3757793, ctl,  0, 64,  6,    
   54,  0,        16,      1459,   3799459, ctl,  0, 64,  5,    
   55,  0,        11,      1470,   3828104, ctl,  0, 64,  6,    
   56,  0,        54,      1524,   3968729, ctl,  0, 64,  5,    
   57,  0,        19,      1543,   4018208, ctl,  0, 64,  6,    
   58,  0,        27,      1570,   4088520, ctl,  0, 64,  5,    
   59,  0,        19,      1589,   4137999, ctl,  0, 64,  6,    
   60,  0,        16,      1605,   4179665, ctl,  0, 64,  5,    
   61,  0,         4,      1609,   4190081, ctl,  0, 64,  6,    
   62,  0,        72,      1681,   4377581, ctl,  0, 64,  5,    
   63,  0,         4,      1685,   4387997, ctl,  0, 64,  6,    
   64,  0,         4,      1689,   4398413, ctl,  0, 64,  5,    
   65,  0,         4,      1693,   4408829, ctl,  0, 64,  6,    
   66,  0,        31,      1724,   4489558, ctl,  0, 64,  5,    
   67,  0,        34,      1758,   4578099, ctl,  0, 64,  6,    
   68,  0,        31,      1789,   4658828, ctl,  0, 64,  5,    
   69,  0,        31,      1820,   4739557, ctl,  0, 64,  6,    
   70,  0,        15,      1835,   4778619, ctl,  0, 64,  5,    
   71,  0,        12,      1847,   4809869, ctl,  0, 64,  6,    
   72,  0,        19,      1866,   4859348, ctl,  0, 64,  5,    
   73,  0,        11,      1877,   4887993, ctl,  0, 64,  6,    
   74,  0,        93,      1970,   5130180, ctl,  0, 64,  5,    
   75,  0,        38,      2008,   5229138, ctl,  0, 64,  6,    
   76,  0,        34,      2042,   5317679, ctl,  0, 64,  5,    
   77,  0,        35,      2077,   5408824, ctl,  0, 64,  6,    
   78,  0,         4,      2081,   5419240, ctl,  0, 64,  5,    
   79,  0,        19,      2100,   5468719, ctl,  0, 64,  6,    
   80,  0,        23,      2123,   5528614, ctl,  0, 64,  5,    
   81,  0,        19,      2142,   5578093, ctl,  0, 64,  6,    
   82,  0,         8,      2150,   5598926, ctl,  0, 64,  5,    
   83,  0,        42,      2192,   5708301, ctl,  0, 64,  6,    
   84,  0,        23,      2215,   5768196, ctl,  0, 64,  5,    
   85,  0,        19,      2234,   5817675, ctl,  0, 64,  6,    
   86,  0,         8,      2242,   5838508, ctl,  0, 64,  5,    
   87,  0,        23,      2265,   5898403, ctl,  0, 64,  6,    
   88,  0,        12,      2277,   5929653, ctl,  0, 64,  5,    
   89,  0,        27,      2304,   5999965, ctl,  0, 64,  6,    
   90,  0,        57,      2361,   6148402, ctl,  0, 64,  5,    
   91,  0,        12,      2373,   6179652, ctl,  0, 64,  6,    
   92,  0,         4,      2377,   6190068, ctl,  0, 64,  5,    
   93,  0,         3,      2380,   6197880, ctl,  0, 64,  6,    
   94,  0,         4,      2384,   6208296, ctl,  0, 64,  5,    
   95,  0,        19,      2403,   6257775, ctl,  0, 64,  6,    
   96,  0,        12,      2415,   6289025, ctl,  0, 64,  5,    
   97,  0,        19,      2434,   6338504, ctl,  0, 64,  6,    
   98,  0,        42,      2476,   6447879, ctl,  0, 64,  5,    
   99,  0,        20,      2496,   6499962, ctl,  0, 64,  6,    
  100,  0,        11,      2507,   6528607, ctl,  0, 64,  5,    
  101,  0,        19,      2526,   6578086, ctl,  0, 64,  6,    
  102,  0,         8,      2534,   6598919, ctl,  0, 64,  4,    
  103,  0,         4,      2538,   6609335, ctl,  0, 64,  3,    
  104,  0,         4,      2542,   6619751, ctl,  0, 64,  2,    
  105,  0,         4,      2546,   6630167, ctl,  0, 64,  0,    
  106,  0,       226,      2772,   7218708, ctl,  0, 67, 11,    
  107,  0,         4,      2776,   7229124, ctl,  0, 67, 10,    
  108,  0,       430,      3206,   8348915, ctl,  0, 67,  9,    
  109,  0,        23,      3229,   8408810, ctl,  0, 67,  7,    
  110,  0,         8,      3237,   8429643, ctl,  0, 67,  5,    
  111,  0,         4,      3241,   8440059, ctl,  0, 67,  3,    
  112,  0,         3,      3244,   8447871, ctl,  0, 67,  2,    
  113,  0,         4,      3248,   8458287, ctl,  0, 67,  0,    
  114,  0,       215,      3463,   9018182, ctl,  0, 67,  2,    
  115,  0,         4,      3467,   9028598, ctl,  0, 67,  3,    
  116,  0,         8,      3475,   9049431, ctl,  0, 67,  4,    
  117,  0,         4,      3479,   9059847, ctl,  0, 67,  3,    
  118,  0,         4,      3483,   9070263, ctl,  0, 67,  4,    
  119,  0,         3,      3486,   9078075, ctl,  0, 67,  3,    
  120,  0,        12,      3498,   9109325, ctl,  0, 67,  4,    
  121,  0,         4,      3502,   9119741, ctl,  0, 67,  5,    
  122,  0,         4,      3506,   9130157, ctl,  0, 67,  6,    
  123,  0,         3,      3509,   9137969, ctl,  0, 67,  8,    
  124,  0,        16,      3525,   9179635, ctl,  0, 67,  9,    
  125,  0,       103,      3628,   9447864, ctl,  0, 67, 10,    
  126,  0,         4,      3632,   9458280, ctl,  0, 67,  9,    
  127,  0,         4,      3636,   9468696, ctl,  0, 64,  2,    
  128,  0,         1,      3637,   9471300, ctl,  0, 67, 10,    
  129,  0,         3,      3640,   9479112, ctl,  0, 64,  3,    
  130,  0,         0,      3640,   9479112, ctl,  0, 67,  9,    
  131,  0,        12,      3652,   9510362, ctl,  0, 64,  4,    
  132,  0,        11,      3663,   9539007, ctl,  0, 64,  5,    
  133,  0,        15,      3678,   9578069, ctl,  0, 64,  6,    
  134,  0,         1,      3679,   9580673, ctl,  0, 67, 10,    
  135,  0,         3,      3682,   9588485, ctl,  0, 64,  5,    
  136,  0,        12,      3694,   9619735, ctl,  0, 67,  9,    
  137,  0,         7,      3701,   9637964, ctl,  0, 64,  6,    
  138,  0,        12,      3713,   9669214, ctl,  0, 64,  8,    
  139,  0,         0,      3713,   9669214, ctl,  0, 67, 10,    
  140,  0,         4,      3717,   9679630, ctl,  0, 64,  9,    
  141,  0,         0,      3717,   9679630, ctl,  0, 67,  9,    
  142,  0,         4,      3721,   9690046, ctl,  0, 64, 10,    
  143,  0,         4,      3725,   9700462, ctl,  0, 64, 11,    
  144,  0,         3,      3728,   9708274, ctl,  0, 64, 12,    
  145,  0,        16,      3744,   9749940, ctl,  0, 64, 13,    
  146,  0,         0,      3744,   9749940, ctl,  0, 67, 10,    
  147,  0,         4,      3748,   9760356, ctl,  0, 64, 15,    
