dev,port,microsec,id,sec,ch,status,sci_pitch,d0,d1
  3,  0,       0,  0,  0.0000, 0,0xb0,     , 66,127
  3,  0,  961015,  1,  0.9610, 0,0x90,   A0, 21,106
  3,  0, 1254014,  2,  1.2540, 0,0xb0,     , 67,  2
  3,  0, 1263966,  3,  1.2640, 0,0xb0,     , 67,  4
  3,  0, 1273965,  4,  1.2740, 0,0xb0,     , 67,  7
  3,  0, 1284018,  5,  1.2840, 0,0xb0,     , 67,  9
  3,  0, 1293971,  6,  1.2940, 0,0xb0,     , 67, 10
  3,  0, 1333970,  7,  1.3340, 0,0xb0,     , 67, 11
  3,  0, 1364975,  8,  1.3650, 0,0x90,   B3, 59, 54
  3,  0, 1484023,  9,  1.4840, 0,0xb0,     , 67, 10
  3,  0, 1827999, 10,  1.8280, 0,0x80,     , 21,  0
  3,  0, 2234022, 11,  2.2340, 0,0xb0,     , 64,  2
  3,  0, 2244010, 12,  2.2440, 0,0xb0,     , 64,  0
  3,  0, 2264007, 13,  2.2640, 0,0xb0,     , 64,  2
  3,  0, 2274007, 14,  2.2740, 0,0xb0,     , 64,  3
  3,  0, 2304012, 15,  2.3040, 0,0xb0,     , 64,  4
  3,  0, 2324174, 16,  2.3242, 0,0xb0,     , 64,  3
  3,  0, 2344017, 17,  2.3440, 0,0xb0,     , 64,  4
  3,  0, 2384244, 18,  2.3842, 0,0xb0,     , 64,  5
  3,  0, 2394266, 19,  2.3943, 0,0xb0,     , 64,  4
  3,  0, 2424143, 20,  2.4241, 0,0xb0,     , 64,  5
  3,  0, 2454024, 21,  2.4540, 0,0xb0,     , 64,  4
  3,  0, 2464151, 22,  2.4642, 0,0xb0,     , 64,  5
  3,  0, 2474014, 23,  2.4740, 0,0xb0,     , 64,  4
  3,  0, 2504223, 24,  2.5042, 0,0xb0,     , 64,  5
  3,  0, 2684162, 25,  2.6842, 0,0xb0,     , 64,  6
  3,  0, 2774084, 26,  2.7741, 0,0xb0,     , 64,  7
