meas,index,voice,loc,tick,sec,dur,rval,dots,sci_pitch,dmark,dlevel,status,d0,d1,bar,section,bpm,grace,pedal
,1,,,0,0.000000,,,,,,,176,64,4,,,,,
,2,,,0,0.002604,,,,,,,176,64,5,,,,,
,3,,,0,0.013020,,,,,,,128,32,0,,,,,
,4,,,0,0.013020,,,,,,,176,64,4,,,,,
,5,,,0,0.052080,,,,,,,128,34,0,,,,,
,6,,,0,0.054684,,,,,,,176,64,3,,,,,
,7,,,0,0.062496,,,,,,,176,64,4,,,,,
0,8,1,-1,0,0.072912,0.0,0.0,0,A1,,,144,33,35,,,,,
,9,,,0,0.104160,,,,,,,176,64,12,,,,,
0,10,1,-1,0,0.106764,0.0,0.0,0,C#4,,,144,61,48,,,,,
,11,,,0,0.114576,,,,,,,176,64,19,,,,,
,12,,,0,0.122388,,,,,,,176,64,24,,,,,
,13,,,0,0.132804,,,,,,,176,64,27,,,,,
,14,,,0,0.143220,,,,,,,176,64,31,,,,,
,15,,,0,0.153636,,,,,,,176,64,36,,,,,
,16,,,0,0.156240,,,,,,,128,33,0,,,,,
,17,,,0,0.164052,,,,,,,176,64,39,,,,,
,18,,,0,0.164052,,,,,,,128,61,0,,,,,
,19,,,0,0.174468,,,,,,,176,64,42,,,,,
,20,,,0,0.182280,,,,,,,176,64,43,,,,,
,21,,,0,0.192696,,,,,,,176,64,44,,,,,
,22,,,0,0.203112,,,,,,,176,64,45,,,,,
,23,,,0,0.213528,,,,,,,176,64,47,,,,,
0,24,1,-1,0,0.229152,0.0,0.0,0,A1,,,144,33,59,,,,,
,25,,,0,0.302064,,,,,,,128,33,0,,,,,
,26,,,0,0.354144,,,,,,,176,64,43,,,,,
,27,,,0,0.364560,,,,,,,176,64,35,,,,,
,28,,,0,0.364560,,,,,,,176,67,19,,,,,
,29,,,0,0.372372,,,,,,,176,64,19,,,,,
,30,,,0,0.374976,,,,,,,176,67,20,,,,,
,31,,,0,0.382788,,,,,,,176,64,3,,,,,
,32,,,0,0.403620,,,,,,,176,64,4,,,,,
0,33,1,-1,0,0.411432,0.0,0.0,0,A#1,,,144,34,75,,,,,
0,34,1,-1,0,0.416640,0.0,0.0,0,F#2,,,144,42,71,,,,,
0,35,1,-1,0,0.445284,0.0,0.0,0,E5,,,144,76,84,,,,,
0,36,1,-1,0,0.450492,0.0,0.0,0,G#5,,,144,80,85,,,,,
,37,,,0,0.484344,,,,,,,176,64,7,,,,,
,38,,,0,0.494760,,,,,,,176,64,24,,,,,
,39,,,0,0.502572,,,,,,,128,42,0,,,,,
,40,,,0,0.502572,,,,,,,176,64,36,,,,,
,41,,,0,0.512988,,,,,,,176,64,51,,,,,
,42,,,0,0.515592,,,,,,,128,34,0,,,,,
,43,,,0,0.523404,,,,,,,176,64,63,,,,,
,44,,,0,0.533820,,,,,,,176,64,67,,,,,
,45,,,0,0.554652,,,,,,,176,64,63,,,,,
,46,,,0,0.578088,,,,,,,128,76,0,,,,,
,47,,,0,0.580692,,,,,,,128,80,0,,,,,
0,48,1,-1,0,0.604128,0.0,0.0,0,F4,,,144,65,55,,,,,
,49,,,0,0.604128,,,,,,,176,64,64,,,,,
,50,,,0,0.624960,,,,,,,176,64,65,,,,,
,51,,,0,0.635376,,,,,,,176,64,67,,,,,
,52,,,0,0.645792,,,,,,,176,64,66,,,,,
,53,,,0,0.656208,,,,,,,176,64,65,,,,,
,54,,,0,0.664020,,,,,,,176,64,63,,,,,
,55,,,0,0.703080,,,,,,,128,65,0,,,,,
,56,,,0,0.734328,,,,,,,176,64,59,,,,,
,57,,,0,0.752556,,,,,,,176,64,58,,,,,
,58,,,0,0.762972,,,,,,,176,64,55,,,,,
0,59,1,-1,0,0.791616,0.0,0.0,0,F#3,,,144,54,60,,,,,
,60,,,0,0.794220,,,,,,,176,64,52,,,,,
,61,,,0,0.804636,,,,,,,176,64,51,,,,,
,62,,,0,0.882756,,,,,,,176,64,47,,,,,
,63,,,0,0.903588,,,,,,,176,64,42,,,,,
,64,,,0,0.914004,,,,,,,176,64,37,,,,,
,65,,,0,0.924420,,,,,,,176,64,32,,,,,
,66,,,0,0.929628,,,,,,,128,51,0,,,,,
,67,,,0,0.932232,,,,,,,176,64,25,,,,,
,68,,,0,0.942648,,,,,,,176,64,16,,,,,
,69,,,0,0.947856,,,,,,,128,54,0,,,,,
,70,,,0,0.953064,,,,,,,176,64,12,,,,,
0,71,1,-1,0,0.963480,0.0,0.0,0,F#5,,,144,78,73,,,,,
,72,,,0,0.963480,,,,,,,176,64,7,,,,,
0,73,1,-1,0,0.966084,0.0,0.0,0,C3,,,144,48,45,,,,,
,74,,,0,0.973896,,,,,,,176,64,4,,,,,
,75,,,0,0.984312,,,,,,,176,64,8,,,,,
0,76,1,-1,0,0.984312,0.0,0.0,0,D4,,,144,62,25,,,,,
0,77,1,-1,0,0.986916,0.0,0.0,0,A#4,,,144,70,52,,,,,
0,78,1,-1,0,0.992124,0.0,0.0,0,G#3,,,144,56,47,,,,,
,79,,,0,0.992124,,,,,,,176,64,12,,,,,
,80,,,0,1.002540,,,,,,,176,64,17,,,,,
,81,,,0,1.012956,,,,,,,176,64,22,,,,,
,82,,,0,1.023372,,,,,,,176,64,26,,,,,
,83,,,0,1.033788,,,,,,,176,64,30,,,,,
,84,,,0,1.044204,,,,,,,176,64,34,,,,,
,85,,,0,1.054620,,,,,,,176,64,43,,,,,
0,86,1,-1,0,1.059828,0.0,0.0,0,D#3,,,144,51,41,,,,,
,87,,,0,1.062432,,,,,,,176,64,51,,,,,
,88,,,0,1.072848,,,,,,,176,64,58,,,,,
,89,,,0,1.080660,,,,,,,128,70,0,,,,,
,90,,,0,1.083264,,,,,,,176,64,59,,,,,
0,91,1,-1,0,1.104096,0.0,0.0,0,F#3,,,144,54,45,,,,,
,92,,,0,1.130136,,,,,,,128,78,0,,,,,
,93,,,0,1.137948,,,,,,,128,62,0,,,,,
,94,,,0,1.174404,,,,,,,176,64,58,,,,,
,95,,,0,1.182216,,,,,,,176,64,56,,,,,
,96,,,0,1.192632,,,,,,,176,64,55,,,,,
,97,,,0,1.197840,,,,,,,128,48,0,,,,,
,98,,,0,1.213464,,,,,,,176,64,51,,,,,
,99,,,0,1.221276,,,,,,,128,56,0,,,,,
,100,,,0,1.239504,,,,,,,128,54,0,,,,,
,101,,,0,1.242108,,,,,,,128,51,0,,,,,
,102,,,0,1.252524,,,,,,,176,64,50,,,,,
,103,,,0,1.262940,,,,,,,176,64,48,,,,,
,104,,,0,1.273356,,,,,,,176,64,47,,,,,
,105,,,0,1.322832,,,,,,,176,64,45,,,,,
,106,,,0,1.333248,,,,,,,176,64,43,,,,,
,107,,,0,1.343664,,,,,,,176,64,42,,,,,
,108,,,0,1.354080,,,,,,,176,64,43,,,,,
,109,,,0,1.364496,,,,,,,176,64,40,,,,,
,110,,,0,1.382724,,,,,,,176,64,39,,,,,
,111,,,0,1.393140,,,,,,,176,64,40,,,,,
,112,,,0,1.413972,,,,,,,176,64,39,,,,,
,113,,,0,1.463448,,,,,,,176,64,38,,,,,
,114,,,0,1.473864,,,,,,,176,64,35,,,,,
,115,,,0,1.492092,,,,,,,176,64,34,,,,,
,116,,,0,1.523340,,,,,,,176,64,35,,,,,
,117,,,0,1.533756,,,,,,,176,64,34,,,,,
,118,,,0,1.544172,,,,,,,176,64,33,,,,,
,119,,,0,1.554588,,,,,,,176,64,31,,,,,
,120,,,0,1.583232,,,,,,,176,64,30,,,,,
,121,,,0,1.593648,,,,,,,176,64,27,,,,,
,122,,,0,1.604064,,,,,,,176,64,25,,,,,
,123,,,0,1.614480,,,,,,,176,64,20,,,,,
,124,,,0,1.630104,,,,,,,176,64,13,,,,,
,125,,,0,1.632708,,,,,,,176,64,6,,,,,
,126,,,0,1.643124,,,,,,,176,64,4,,,,,
,127,,,0,1.744680,,,,,,,176,64,11,,,,,
,128,,,0,1.755096,,,,,,,176,64,19,,,,,
,129,,,0,1.762908,,,,,,,176,64,23,,,,,
0,130,1,-1,0,1.765512,0.0,0.0,0,D5,,,144,74,22,,,,,
,131,,,0,1.773324,,,,,,,176,64,28,,,,,
,132,,,0,1.783740,,,,,,,176,64,34,,,,,
,133,,,0,1.794156,,,,,,,176,64,40,,,,,
,134,,,0,1.804572,,,,,,,176,64,46,,,,,
,135,,,0,1.807176,,,,,,,176,67,19,,,,,
0,136,1,-1,0,1.809780,0.0,0.0,0,E6,,,144,88,30,,,,,
,137,,,0,1.814988,,,,,,,176,64,48,,,,,
,138,,,0,1.817592,,,,,,,176,67,20,,,,,
0,139,1,-1,0,1.817592,0.0,0.0,0,D6,,,144,86,30,,,,,
,140,,,0,1.825404,,,,,,,176,64,51,,,,,
,141,,,0,1.830612,,,,,,,128,74,0,,,,,
,142,,,0,1.843632,,,,,,,176,64,53,,,,,
,143,,,0,1.854048,,,,,,,176,64,55,,,,,
0,144,1,-1,0,1.854048,0.0,0.0,0,F#7,,,144,102,94,,,,,
,145,,,0,1.867068,,,,,,,128,88,0,,,,,
,146,,,0,1.869672,,,,,,,128,86,0,,,,,
,147,,,0,1.880088,,,,,,,128,102,0,,,,,
,148,,,0,1.895712,,,,,,,176,64,59,,,,,
,149,,,0,1.924356,,,,,,,176,64,62,,,,,
,150,,,0,1.932168,,,,,,,176,64,63,,,,,
,151,,,0,2.023308,,,,,,,176,64,62,,,,,
,152,,,0,2.033724,,,,,,,176,64,63,,,,,
,153,,,0,2.083200,,,,,,,176,64,62,,,,,
,154,,,0,2.093616,,,,,,,176,64,63,,,,,
,155,,,0,2.132676,,,,,,,176,64,62,,,,,
,156,,,0,2.143092,,,,,,,176,64,63,,,,,
,157,,,0,2.153508,,,,,,,176,64,62,,,,,
,158,,,0,2.163924,,,,,,,176,64,63,,,,,
,159,,,0,2.174340,,,,,,,176,64,62,,,,,
,160,,,0,2.182152,,,,,,,176,64,63,,,,,
,161,,,0,2.223816,,,,,,,176,64,62,,,,,
,162,,,0,2.234232,,,,,,,176,64,63,,,,,
0,163,1,-1,0,2.239440,0.0,0.0,0,D#4,,,144,63,43,,,,,
,164,,,0,2.242044,,,,,,,176,64,62,,,,,
,165,,,0,2.252460,,,,,,,176,64,63,,,,,
,166,,,0,2.262876,,,,,,,176,64,62,,,,,
,167,,,0,2.273292,,,,,,,176,64,63,,,,,
,168,,,0,2.283708,,,,,,,176,64,61,,,,,
,169,,,0,2.304540,,,,,,,176,64,60,,,,,
,170,,,0,2.307144,,,,,,,128,63,0,,,,,
,171,,,0,2.312352,,,,,,,176,64,62,,,,,
,172,,,0,2.322768,,,,,,,176,64,61,,,,,
,173,,,0,2.354016,,,,,,,176,64,60,,,,,
0,174,1,-1,0,2.356620,0.0,0.0,0,A#5,,,144,82,60,,,,,
,175,,,0,2.364432,,,,,,,176,64,61,,,,,
,176,,,0,2.372244,,,,,,,176,64,62,,,,,
,177,,,0,2.393076,,,,,,,176,64,60,,,,,
,178,,,0,2.403492,,,,,,,176,64,63,,,,,
,179,,,0,2.413908,,,,,,,176,64,60,,,,,
,180,,,0,2.432136,,,,,,,176,64,61,,,,,
0,181,1,-1,0,2.439948,0.0,0.0,0,F#6,,,144,90,70,,,,,
,182,,,0,2.442552,,,,,,,176,64,63,,,,,
,183,,,0,2.452968,,,,,,,176,64,61,,,,,
,184,,,0,2.492028,,,,,,,128,82,0,,,,,
,185,,,0,2.492028,,,,,,,176,64,63,,,,,
,186,,,0,2.502444,,,,,,,128,90,0,,,,,
,187,,,0,2.502444,,,,,,,176,64,62,,,,,
,188,,,0,2.512860,,,,,,,176,64,61,,,,,
,189,,,0,2.533692,,,,,,,176,64,62,,,,,
,190,,,0,2.544108,,,,,,,176,64,61,,,,,
,191,,,0,2.551920,,,,,,,176,64,63,,,,,
,192,,,0,2.562336,,,,,,,176,64,61,,,,,
,193,,,0,2.572752,,,,,,,176,64,62,,,,,
,194,,,0,2.583168,,,,,,,176,64,63,,,,,
,195,,,0,2.643060,,,,,,,176,64,62,,,,,
0,196,1,-1,0,2.653476,0.0,0.0,0,D#4,,,144,63,78,,,,,
,197,,,0,2.653476,,,,,,,176,64,63,,,,,
0,198,1,-1,0,2.700348,0.0,0.0,0,G#1,,,144,32,1,,,,,
,199,,,0,2.812320,,,,,,,128,32,0,,,,,
,200,,,0,2.814924,,,,,,,128,63,0,,,,,
,201,,,0,2.822736,,,,,,,176,67,19,,,,,
,202,,,0,2.833152,,,,,,,176,64,62,,,,,
,203,,,0,2.833152,,,,,,,176,67,20,,,,,
,204,,,0,2.843568,,,,,,,176,64,60,,,,,
,205,,,0,2.853984,,,,,,,176,64,59,,,,,
,206,,,0,2.872212,,,,,,,176,64,56,,,,,
,207,,,0,2.882628,,,,,,,176,64,55,,,,,
,208,,,0,2.893044,,,,,,,176,64,51,,,,,
,209,,,0,2.913876,,,,,,,176,64,47,,,,,
,210,,,0,2.924292,,,,,,,176,64,46,,,,,
,211,,,0,2.932104,,,,,,,176,64,43,,,,,
,212,,,0,2.942520,,,,,,,176,64,39,,,,,
,213,,,0,2.952936,,,,,,,176,64,35,,,,,
,214,,,0,2.973768,,,,,,,176,64,31,,,,,
,215,,,0,2.984184,,,,,,,176,64,28,,,,,
,216,,,0,2.994600,,,,,,,176,64,27,,,,,
,217,,,0,3.012828,,,,,,,176,64,24,,,,,
,218,,,0,3.023244,,,,,,,176,64,22,,,,,
,219,,,0,3.033660,,,,,,,176,64,20,,,,,
,220,,,0,3.044076,,,,,,,176,64,19,,,,,
,221,,,0,3.064908,,,,,,,176,64,20,,,,,
0,222,1,-1,0,3.070116,0.0,0.0,0,F#4,,,144,66,27,,,,,
0,223,1,-1,0,3.072720,0.0,0.0,0,F4,,,144,65,28,,,,,
,224,,,0,3.072720,,,,,,,176,64,16,,,,,
0,225,1,-1,0,3.077928,0.0,0.0,0,C2,,,144,36,1,,,,,
0,226,1,-1,0,3.080532,0.0,0.0,0,G#1,,,144,32,1,,,,,
,227,,,0,3.085740,,,,,,,176,64,12,,,,,
0,228,1,-1,0,3.090948,0.0,0.0,0,E1,,,144,28,6,,,,,
,229,,,0,3.103968,,,,,,,176,64,11,,,,,
,230,,,0,3.114384,,,,,,,176,64,12,,,,,
,231,,,0,3.122196,,,,,,,176,64,11,,,,,
,232,,,0,3.143028,,,,,,,176,64,9,,,,,
