UID,trk,dtick,atick,amicro,type,ch,D0,D1,sci_pitch
    0,  0,         0,         0,         0,tempo,120,bpm,,    
    1,  0,         0,         0,         0, ctl,  0, 67, 19,    
    2,  0,         3,         3,      7812, ctl,  0, 64, 49,    
    3,  0,         8,        11,     28645, ctl,  0, 67, 20,    
    4,  0,         4,        15,     39061, ctl,  0, 67, 19,    
    5,  0,         4,        19,     49477, ctl,  0, 64, 50,    
    6,  0,         7,        26,     67706, ctl,  0, 67, 20,    
    7,  0,        23,        49,    127601, ctl,  0, 67, 19,    
    8,  0,         4,        53,    138017, ctl,  0, 67, 20,    
    9,  0,         4,        57,    148433, ctl,  0, 67, 19,    
   10,  0,         4,        61,    158849, ctl,  0, 67, 20,    
   11,  0,         4,        65,    169265, ctl,  0, 67, 19,    
   12,  0,         4,        69,    179681, ctl,  0, 67, 20,    
   13,  0,        15,        84,    218743, ctl,  0, 67, 21,    
   14,  0,         4,        88,    229159, ctl,  0, 67, 20,    
   15,  0,         4,        92,    239575, ctl,  0, 67, 19,    
   16,  0,         7,        99,    257804, ctl,  0, 67, 18,    
   17,  0,         4,       103,    268220, ctl,  0, 67, 19,    
   18,  0,         8,       111,    289053, ctl,  0, 67, 20,    
   19,  0,         4,       115,    299469, ctl,  0, 67, 19,    
   20,  0,         4,       119,    309885, ctl,  0, 67, 20,    
   21,  0,         7,       126,    328114, ctl,  0, 67, 19,    
   22,  0,        16,       142,    369780, ctl,  0, 67, 18,    
   23,  0,         4,       146,    380196, ctl,  0, 67, 19,    
   24,  0,        15,       161,    419258, ctl,  0, 67, 20,    
   25,  0,         4,       165,    429674, ctl,  0, 67, 19,    
   26,  0,        15,       180,    468736, ctl,  0, 67, 18,    
   27,  0,         8,       188,    489569, ctl,  0, 67, 19,    
   28,  0,        15,       203,    528631, ctl,  0, 67, 20,    
   29,  0,         4,       207,    539047, ctl,  0, 67, 19,    
   30,  0,        19,       226,    588526, ctl,  0, 67, 20,    
   31,  0,         8,       234,    609359, ctl,  0, 67, 19,    
   32,  0,         4,       238,    619775, ctl,  0, 67, 20,    
   33,  0,         3,       241,    627587, ctl,  0, 67, 19,    
   34,  0,        12,       253,    658837, ctl,  0, 67, 20,    
   35,  0,        23,       276,    718732, ctl,  0, 67, 19,    
   36,  0,         4,       280,    729148, ctl,  0, 67, 20,    
   37,  0,         4,       284,    739564, ctl,  0, 64, 49,    
   38,  0,         0,       284,    739564, ctl,  0, 67, 19,    
   39,  0,        11,       295,    768209, ctl,  0, 67, 20,    
   40,  0,         8,       303,    789042, ctl,  0, 64, 50,    
   41,  0,         8,       311,    809875, ctl,  0, 64, 49,    
   42,  0,         3,       314,    817687, ctl,  0, 64, 50,    
   43,  0,         1,       315,    820291, ctl,  0, 67, 21,    
   44,  0,         3,       318,    828103, ctl,  0, 64, 49,    
   45,  0,         1,       319,    830707, ctl,  0, 67, 20,    
   46,  0,         7,       326,    848936, ctl,  0, 67, 19,    
   47,  0,         8,       334,    869769, ctl,  0, 67, 18,    
   48,  0,         3,       337,    877581, ctl,  0, 64, 50,    
   49,  0,         1,       338,    880185, ctl,  0, 67, 19,    
   50,  0,         3,       341,    887997, ctl,  0, 64, 49,    
   51,  0,         4,       345,    898413, ctl,  0, 67, 20,    
   52,  0,        15,       360,    937475, ctl,  0, 67, 19,    
   53,  0,         4,       364,    947891, ctl,  0, 64, 50,    
   54,  0,         4,       368,    958307, ctl,  0, 64, 49,    
   55,  0,         0,       368,    958307, ctl,  0, 67, 18,    
   56,  0,         8,       376,    979140, ctl,  0, 67, 19,    
   57,  0,        11,       387,   1007785, ctl,  0, 67, 20,    
   58,  0,         4,       391,   1018201, ctl,  0, 67, 19,    
   59,  0,         4,       395,   1028617, ctl,  0, 67, 20,    
   60,  0,        12,       407,   1059867, ctl,  0, 64, 50,    
   61,  0,         3,       410,   1067679, ctl,  0, 64, 49,    
   62,  0,         1,       411,   1070283, ctl,  0, 67, 19,    
   63,  0,         3,       414,   1078095, ctl,  0, 67, 20,    
   64,  0,         4,       418,   1088511, ctl,  0, 67, 19,    
   65,  0,         4,       422,   1098927, ctl,  0, 67, 20,    
   66,  0,         4,       426,   1109343, ctl,  0, 67, 19,    
   67,  0,         4,       430,   1119759, ctl,  0, 67, 20,    
   68,  0,         3,       433,   1127571, ctl,  0, 64, 50,    
   69,  0,         1,       434,   1130175, ctl,  0, 67, 19,    
   70,  0,         3,       437,   1137987, ctl,  0, 64, 49,    
   71,  0,         1,       438,   1140591, ctl,  0, 67, 20,    
   72,  0,         3,       441,   1148403, ctl,  0, 67, 19,    
   73,  0,        12,       453,   1179653, ctl,  0, 67, 18,    
   74,  0,         3,       456,   1187465, ctl,  0, 67, 19,    
   75,  0,         4,       460,   1197881, ctl,  0, 67, 18,    
   76,  0,         4,       464,   1208297, ctl,  0, 67, 19,    
   77,  0,         4,       468,   1218713, ctl,  0, 67, 18,    
   78,  0,         4,       472,   1229129, ctl,  0, 64, 50,    
   79,  0,         0,       472,   1229129, ctl,  0, 67, 19,    
   80,  0,        11,       483,   1257774, ctl,  0, 64, 49,    
   81,  0,         4,       487,   1268190, ctl,  0, 67, 20,    
   82,  0,        16,       503,   1309856, ctl,  0, 64, 50,    
   83,  0,         0,       503,   1309856, ctl,  0, 67, 19,    
   84,  0,        15,       518,   1348918, ctl,  0, 67, 20,    
   85,  0,         4,       522,   1359334, ctl,  0, 67, 21,    
   86,  0,         4,       526,   1369750, ctl,  0, 67, 20,    
   87,  0,         3,       529,   1377562, ctl,  0, 67, 21,    
   88,  0,         8,       537,   1398395, ctl,  0, 67, 19,    
   89,  0,         8,       545,   1419228, ctl,  0, 67, 18,    
   90,  0,         7,       552,   1437457, ctl,  0, 67, 17,    
   91,  0,         4,       556,   1447873, ctl,  0, 67, 18,    
   92,  0,         8,       564,   1468706, ctl,  0, 67, 19,    
   93,  0,         4,       568,   1479122, ctl,  0, 67, 18,    
   94,  0,         8,       576,   1499955, ctl,  0, 64, 49,    
   95,  0,         0,       576,   1499955, ctl,  0, 67, 19,    
   96,  0,         7,       583,   1518184, ctl,  0, 64, 50,    
   97,  0,         1,       584,   1520788, ctl,  0, 67, 18,    
   98,  0,         7,       591,   1539017, ctl,  0, 67, 19,    
   99,  0,         4,       595,   1549433, ctl,  0, 67, 18,    
  100,  0,        15,       610,   1588495, ctl,  0, 67, 19,    
  101,  0,         4,       614,   1598911, ctl,  0, 67, 20,    
  102,  0,        15,       629,   1637973, ctl,  0, 67, 19,    
  103,  0,         4,       633,   1648389, ctl,  0, 67, 20,    
  104,  0,         4,       637,   1658805, ctl,  0, 67, 19,    
  105,  0,         8,       645,   1679638, ctl,  0, 67, 18,    
  106,  0,         3,       648,   1687450, ctl,  0, 67, 19,    
  107,  0,         5,       653,   1700470, ctl,  0, 67, 18,    
  108,  0,         3,       656,   1708282, ctl,  0, 67, 19,    
  109,  0,        27,       683,   1778594, ctl,  0, 67, 20,    
  110,  0,        12,       695,   1809844, ctl,  0, 67, 19,    
  111,  0,         3,       698,   1817656, ctl,  0, 67, 20,    
  112,  0,        31,       729,   1898385, ctl,  0, 67, 19,    
  113,  0,         4,       733,   1908801, ctl,  0, 67, 20,    
  114,  0,        15,       748,   1947863, ctl,  0, 67, 21,    
  115,  0,        16,       764,   1989529, ctl,  0, 67, 20,    
  116,  0,         7,       771,   2007758, ctl,  0, 67, 19,    
  117,  0,         8,       779,   2028591, ctl,  0, 67, 18,    
  118,  0,         4,       783,   2039007, ctl,  0, 67, 19,    
  119,  0,         8,       791,   2059840, ctl,  0, 67, 20,    
  120,  0,        23,       814,   2119735, ctl,  0, 67, 19,    
  121,  0,         7,       821,   2137964, ctl,  0, 67, 18,    
  122,  0,         4,       825,   2148380, ctl,  0, 67, 19,    
  123,  0,        12,       837,   2179630, ctl,  0, 67, 20,    
  124,  0,        11,       848,   2208275, ctl,  0, 67, 19,    
  125,  0,         4,       852,   2218691, ctl,  0, 67, 20,    
  126,  0,         4,       856,   2229107, ctl,  0, 67, 19,    
  127,  0,        15,       871,   2268169, ctl,  0, 67, 18,    
  128,  0,         4,       875,   2278585, ctl,  0, 67, 20,    
  129,  0,         4,       879,   2289001, ctl,  0, 67, 19,    
  130,  0,         4,       883,   2299417, ctl,  0, 67, 20,    
  131,  0,         4,       887,   2309833, ctl,  0, 67, 21,    
  132,  0,        19,       906,   2359312, ctl,  0, 67, 20,    
  133,  0,        23,       929,   2419207, ctl,  0, 67, 19,    
  134,  0,         4,       933,   2429623, ctl,  0, 67, 20,    
  135,  0,         3,       936,   2437435, ctl,  0, 67, 19,    
  136,  0,        16,       952,   2479101, ctl,  0, 67, 18,    
  137,  0,         2,       954,   2484309, non,  0, 68, 94, G#4
  138,  0,         5,       959,   2497329, non,  0, 35, 52,  B1
  139,  0,         0,       959,   2497329, ctl,  0, 67, 19,    
  140,  0,        12,       971,   2528579, ctl,  0, 67, 20,    
  141,  0,        12,       983,   2559829, ctl,  0, 67, 18,    
  142,  0,         0,       983,   2559829, nof,  0, 35,  0,    
  143,  0,        19,      1002,   2609308, ctl,  0, 67, 20,    
  144,  0,         7,      1009,   2627537, ctl,  0, 67, 21,    
