UID,trk,dtick,atick,amicro,type,ch,D0,D1,sci_pitch
    0,  0,         0,         0,         0,tempo,120,bpm,,    
    1,  0,         0,         0,         0, ctl,  0, 67,  7,    
    2,  0,        19,        19,     49479, ctl,  0, 67,  8,    
    3,  0,         4,        23,     59895, ctl,  0, 67,  7,    
    4,  0,        11,        34,     88540, ctl,  0, 67,  6,    
    5,  0,        12,        46,    119790, ctl,  0, 67,  7,    
    6,  0,         3,        49,    127602, ctl,  0, 67,  6,    
    7,  0,         4,        53,    138018, ctl,  0, 67,  7,    
    8,  0,        12,        65,    169268, ctl,  0, 67,  6,    
    9,  0,        34,        99,    257809, ctl,  0, 64, 33,    
   10,  0,         8,       107,    278642, ctl,  0, 67,  7,    
   11,  0,         8,       115,    299475, ctl,  0, 64, 32,    
   12,  0,        34,       149,    388016, ctl,  0, 67,  6,    
   13,  0,         4,       153,    398432, ctl,  0, 67,  7,    
   14,  0,         4,       157,    408848, ctl,  0, 67,  6,    
   15,  0,         8,       165,    429681, ctl,  0, 67,  5,    
   16,  0,         7,       172,    447910, ctl,  0, 67,  6,    
   17,  0,         4,       176,    458326, ctl,  0, 67,  5,    
   18,  0,         4,       180,    468742, ctl,  0, 67,  6,    
   19,  0,         8,       188,    489575, ctl,  0, 67,  7,    
   20,  0,         4,       192,    499991, ctl,  0, 67,  6,    
   21,  0,         7,       199,    518220, ctl,  0, 67,  7,    
   22,  0,        27,       226,    588532, ctl,  0, 67,  6,    
   23,  0,        15,       241,    627594, ctl,  0, 67,  7,    
   24,  0,         8,       249,    648427, ctl,  0, 67,  6,    
   25,  0,        15,       264,    687489, ctl,  0, 67,  7,    
   26,  0,        12,       276,    718739, ctl,  0, 67,  6,    
   27,  0,        19,       295,    768218, ctl,  0, 67,  7,    
   28,  0,         4,       299,    778634, ctl,  0, 64, 33,    
   29,  0,         4,       303,    789050, ctl,  0, 67,  6,    
   30,  0,         8,       311,    809883, ctl,  0, 64, 32,    
   31,  0,         0,       311,    809883, ctl,  0, 67,  5,    
   32,  0,         4,       315,    820299, ctl,  0, 67,  6,    
   33,  0,         7,       322,    838528, ctl,  0, 67,  7,    
   34,  0,         8,       330,    859361, ctl,  0, 67,  8,    
   35,  0,         4,       334,    869777, ctl,  0, 64, 33,    
   36,  0,         3,       337,    877589, ctl,  0, 67,  7,    
   37,  0,         4,       341,    888005, ctl,  0, 64, 32,    
   38,  0,         1,       342,    890609, ctl,  0, 67,  6,    
   39,  0,         3,       345,    898421, ctl,  0, 64, 33,    
   40,  0,        19,       364,    947900, ctl,  0, 64, 32,    
   41,  0,         1,       365,    950504, ctl,  0, 67,  7,    
   42,  0,         3,       368,    958316, ctl,  0, 67,  6,    
   43,  0,        12,       380,    989566, ctl,  0, 67,  7,    
   44,  0,         7,       387,   1007795, ctl,  0, 67,  6,    
   45,  0,        35,       422,   1098940, ctl,  0, 67,  7,    
   46,  0,        23,       445,   1158835, ctl,  0, 67,  8,    
   47,  0,         4,       449,   1169251, ctl,  0, 67,  7,    
   48,  0,         4,       453,   1179667, ctl,  0, 67,  6,    
   49,  0,         3,       456,   1187479, ctl,  0, 67,  7,    
   50,  0,         4,       460,   1197895, ctl,  0, 67,  6,    
   51,  0,        31,       491,   1278624, ctl,  0, 67,  7,    
   52,  0,        27,       518,   1348936, ctl,  0, 67,  6,    
   53,  0,        23,       541,   1408831, ctl,  0, 67,  7,    
   54,  0,         4,       545,   1419247, ctl,  0, 67,  6,    
   55,  0,         4,       549,   1429663, ctl,  0, 67,  7,    
   56,  0,        19,       568,   1479142, ctl,  0, 67,  6,    
   57,  0,        11,       579,   1507787, ctl,  0, 67,  5,    
   58,  0,         4,       583,   1518203, ctl,  0, 67,  6,    
   59,  0,        12,       595,   1549453, ctl,  0, 67,  7,    
   60,  0,         7,       602,   1567682, ctl,  0, 67,  6,    
   61,  0,         4,       606,   1578098, ctl,  0, 67,  7,    
   62,  0,         4,       610,   1588514, ctl,  0, 67,  6,    
   63,  0,         8,       618,   1609347, ctl,  0, 67,  7,    
   64,  0,         7,       625,   1627576, ctl,  0, 67,  6,    
   65,  0,         4,       629,   1637992, ctl,  0, 67,  5,    
   66,  0,         4,       633,   1648408, ctl,  0, 67,  6,    
   67,  0,         2,       635,   1653616, non,  0, 60, 18,  C4
   68,  0,         2,       637,   1658824, ctl,  0, 67,  5,    
   69,  0,         4,       641,   1669240, ctl,  0, 67,  6,    
   70,  0,         6,       647,   1684865, non,  0, 47,  6,  B2
   71,  0,         1,       648,   1687469, ctl,  0, 67,  7,    
   72,  0,         4,       652,   1697885, ctl,  0, 67,  6,    
   73,  0,         8,       660,   1718718, ctl,  0, 64, 31,    
   74,  0,         4,       664,   1729134, ctl,  0, 64, 29,    
   75,  0,         1,       665,   1731738, non,  0, 26,  9,  D1
   76,  0,         2,       667,   1736946, non,  0, 29,  2,  F1
   77,  0,         1,       668,   1739550, ctl,  0, 64, 27,    
   78,  0,         4,       672,   1749966, ctl,  0, 64, 24,    
   79,  0,         0,       672,   1749966, ctl,  0, 67,  7,    
   80,  0,         3,       675,   1757778, ctl,  0, 64, 21,    
   81,  0,         1,       676,   1760382, ctl,  0, 67,  8,    
   82,  0,         3,       679,   1768194, ctl,  0, 64, 17,    
   83,  0,         1,       680,   1770798, ctl,  0, 67,  7,    
   84,  0,         3,       683,   1778610, ctl,  0, 64, 14,    
   85,  0,         4,       687,   1789026, ctl,  0, 64, 12,    
   86,  0,         4,       691,   1799442, ctl,  0, 64,  9,    
   87,  0,         4,       695,   1809858, ctl,  0, 64,  8,    
   88,  0,         0,       695,   1809858, ctl,  0, 67,  6,    
   89,  0,         3,       698,   1817670, ctl,  0, 64,  7,    
   90,  0,         4,       702,   1828086, ctl,  0, 64,  6,    
   91,  0,         8,       710,   1848919, ctl,  0, 67,  5,    
   92,  0,         4,       714,   1859335, ctl,  0, 64,  5,    
   93,  0,         7,       721,   1877564, ctl,  0, 67,  6,    
   94,  0,         8,       729,   1898397, ctl,  0, 64,  6,    
   95,  0,        12,       741,   1929647, ctl,  0, 67,  5,    
   96,  0,         3,       744,   1937459, ctl,  0, 67,  6,    
   97,  0,         4,       748,   1947875, ctl,  0, 67,  5,    
   98,  0,        16,       764,   1989541, ctl,  0, 67,  4,    
   99,  0,         3,       767,   1997353, ctl,  0, 67,  5,    
  100,  0,         8,       775,   2018186, ctl,  0, 67,  6,    
  101,  0,        26,       801,   2085894, nof,  0, 26,  0,    
  102,  0,         9,       810,   2109331, ctl,  0, 67,  5,    
  103,  0,        11,       821,   2137976, ctl,  0, 67,  6,    
  104,  0,         4,       825,   2148392, ctl,  0, 64,  5,    
  105,  0,         6,       831,   2164017, nof,  0, 29,  0,    
  106,  0,         4,       835,   2174433, non,  0, 41, 11,  F2
  107,  0,         2,       837,   2179641, ctl,  0, 67,  5,    
  108,  0,         3,       840,   2187453, ctl,  0, 64,  6,    
  109,  0,        20,       860,   2239536, ctl,  0, 67,  6,    
  110,  0,         7,       867,   2257765, ctl,  0, 64,  7,    
  111,  0,         8,       875,   2278598, ctl,  0, 64,  9,    
  112,  0,         4,       879,   2289014, ctl,  0, 64, 10,    
  113,  0,         0,       879,   2289014, ctl,  0, 67,  5,    
  114,  0,         1,       880,   2291618, nof,  0, 47,  0,    
  115,  0,         3,       883,   2299430, ctl,  0, 64, 11,    
  116,  0,         3,       886,   2307242, nof,  0, 60,  0,    
  117,  0,         1,       887,   2309846, ctl,  0, 67,  6,    
  118,  0,         3,       890,   2317658, ctl,  0, 64, 12,    
  119,  0,         4,       894,   2328074, ctl,  0, 67,  5,    
  120,  0,         4,       898,   2338490, ctl,  0, 66,127,    
  121,  0,         4,       902,   2348906, ctl,  0, 67,  6,    
  122,  0,         8,       910,   2369739, ctl,  0, 64, 13,    
  123,  0,         3,       913,   2377551, ctl,  0, 64, 14,    
  124,  0,         1,       914,   2380155, ctl,  0, 67,  7,    
  125,  0,         3,       917,   2387967, ctl,  0, 64, 15,    
